id,cases,file_name,file_id,data_type,data_category,experimental_strategy
d66ff616-b338-4217-a8ea-31c96a880a6c,"[{'case_id': '3144f1fb-4342-4079-bfe8-940da4bfd88e', 'submitter_id': 'TCGA-E2-A14V'}]",c751d611-341e-4721-8694-afc00331d760.somatic_sv.vcf.gz,d66ff616-b338-4217-a8ea-31c96a880a6c,Structural Rearrangement,Somatic Structural Variation,WGS
69eef1d4-5605-4498-828f-ab90ef858942,"[{'case_id': 'bf88ddf5-a6d4-498c-bf7f-db9bfabff72d', 'submitter_id': 'TCGA-A2-A0EO'}]",bf401a78-2af1-4248-a6d7-35a732eca2e0.wxs.mutect2.raw_somatic_mutation.vcf.gz,69eef1d4-5605-4498-828f-ab90ef858942,Raw Simple Somatic Mutation,Simple Nucleotide Variation,WXS
3ea52ebb-c191-41a1-bf89-71a29944ea38,"[{'case_id': '3144f1fb-4342-4079-bfe8-940da4bfd88e', 'submitter_id': 'TCGA-E2-A14V'}]",nationwidechildrens.org_biospecimen.TCGA-E2-A14V.xml,3ea52ebb-c191-41a1-bf89-71a29944ea38,Biospecimen Supplement,Biospecimen,
c5720653-5537-44e6-89b9-151977f4820c,"[{'case_id': '80f3f48a-cc21-415c-b181-c77e7ba1c563', 'submitter_id': 'TCGA-A8-A09C'}]",1087516a-01d7-4a1d-ae90-f7722654e4f7.wxs.Pindel.aliquot.maf.gz,c5720653-5537-44e6-89b9-151977f4820c,Annotated Somatic Mutation,Simple Nucleotide Variation,WXS
74999a89-867c-483f-859e-500c3c8f0159,"[{'case_id': '80f3f48a-cc21-415c-b181-c77e7ba1c563', 'submitter_id': 'TCGA-A8-A09C'}]",TCGA-BRCA.c303c0a5-0504-41b5-8ba6-3b299b17f52d.star_fusion.rna_fusion.bedpe,74999a89-867c-483f-859e-500c3c8f0159,Transcript Fusion,Structural Variation,RNA-Seq
26fb0979-c10b-4e78-9c26-7db65de00d15,"[{'case_id': 'c72cb184-462d-4009-9cdb-848782ff8a76', 'submitter_id': 'TCGA-A2-A3XT'}]",TCGA-BRCA.bbbed4e0-9f0b-4312-999a-dcd592b8e383.ascat3.allelic_specific.seg.txt,26fb0979-c10b-4e78-9c26-7db65de00d15,Allele-specific Copy Number Segment,Copy Number Variation,Genotyping Array
76cda271-e7aa-4138-b79d-652a569e2b11,"[{'case_id': '80f3f48a-cc21-415c-b181-c77e7ba1c563', 'submitter_id': 'TCGA-A8-A09C'}]",nationwidechildrens.org_ssf.TCGA-A8-A09C.xml,76cda271-e7aa-4138-b79d-652a569e2b11,Biospecimen Supplement,Biospecimen,
9a46eab0-30fc-4516-9350-03097fb12b01,"[{'case_id': '3144f1fb-4342-4079-bfe8-940da4bfd88e', 'submitter_id': 'TCGA-E2-A14V'}]",TCGA_BRCA.d262d2d5-117a-437a-8d3e-89a8c9267cd4.wgs.GATK4_MuTect2_Pair.somatic_annotation.vcf.gz,9a46eab0-30fc-4516-9350-03097fb12b01,Annotated Somatic Mutation,Simple Nucleotide Variation,WGS
74902ea7-24f4-46ee-b7f3-16d5938e5a61,"[{'case_id': '3144f1fb-4342-4079-bfe8-940da4bfd88e', 'submitter_id': 'TCGA-E2-A14V'}]",f55dd4ea-5aed-4433-9886-4f07bd2e7283.wxs.varscan2.raw_somatic_mutation.vcf.gz,74902ea7-24f4-46ee-b7f3-16d5938e5a61,Raw Simple Somatic Mutation,Simple Nucleotide Variation,WXS
2272a72a-201e-4e84-b4fb-5e20939e0fa9,"[{'case_id': '80f3f48a-cc21-415c-b181-c77e7ba1c563', 'submitter_id': 'TCGA-A8-A09C'}]",d6a86f8b-ee8e-4e53-9590-b69a4ad551e5.mirbase21.mirnas.quantification.txt,2272a72a-201e-4e84-b4fb-5e20939e0fa9,miRNA Expression Quantification,Transcriptome Profiling,miRNA-Seq
eff821f0-1384-4ace-a58a-9a6177fbff57,"[{'case_id': 'bf88ddf5-a6d4-498c-bf7f-db9bfabff72d', 'submitter_id': 'TCGA-A2-A0EO'}]",6e24acde-7dd0-46b9-b3c5-b0b617912910.rna_seq.transcriptome.gdc_realn.bam,eff821f0-1384-4ace-a58a-9a6177fbff57,Aligned Reads,Sequencing Reads,RNA-Seq
7f9a86b0-86dc-4889-8eed-f74861ce39d6,"[{'case_id': 'd5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0', 'submitter_id': 'TCGA-AN-A0FF'}]",BONZE_p_TCGAb56_SNP_1N_GenomeWideSNP_6_E01_666966.nocnv_grch38.seg.v2.txt,7f9a86b0-86dc-4889-8eed-f74861ce39d6,Masked Copy Number Segment,Copy Number Variation,Genotyping Array
22eae175-16e4-469e-a82f-010d11680ddd,"[{'case_id': 'bf88ddf5-a6d4-498c-bf7f-db9bfabff72d', 'submitter_id': 'TCGA-A2-A0EO'}]",TCGA-A2-A0EO-10A-01D-A891-36.WholeGenome.RP-1657.bam,22eae175-16e4-469e-a82f-010d11680ddd,Aligned Reads,Sequencing Reads,WGS
0fcae7a8-3290-46a7-8395-04b8a577b733,"[{'case_id': 'd5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0', 'submitter_id': 'TCGA-AN-A0FF'}]",nationwidechildrens.org_biospecimen.TCGA-AN-A0FF.xml,0fcae7a8-3290-46a7-8395-04b8a577b733,Biospecimen Supplement,Biospecimen,
d9e04ff0-a7c0-4125-8d42-8ec044c875a2,"[{'case_id': 'bf88ddf5-a6d4-498c-bf7f-db9bfabff72d', 'submitter_id': 'TCGA-A2-A0EO'}]",19c44dda-aaea-455a-9812-4a1ab8b63037.somatic.SV.bedpe,d9e04ff0-a7c0-4125-8d42-8ec044c875a2,Structural Rearrangement,Structural Variation,WGS
7709738b-ba8e-4b20-9175-5db9b5c28556,"[{'case_id': 'd5cab7f5-e4f1-40ee-a0c8-4c8004c1c9a0', 'submitter_id': 'TCGA-AN-A0FF'}]",TCGA-AN-A0FF-01Z-00-DX1.A23982C3-E0EB-4DB2-84EE-26E0005E3F66.svs,7709738b-ba8e-4b20-9175-5db9b5c28556,Slide Image,Biospecimen,Diagnostic Slide
