id,cases,file_name,file_id,data_type,submitter_id,data_category,experimental_strategy
cdfe79d9-a0bd-4700-937f-07bd0ee51d73,"[{'case_id': '9b13927c-7357-44fd-8385-92ae6a656b7d', 'submitter_id': 'TCGA-B6-A0RG'}]",61348250-68d8-4cef-b6f9-68a68d35508f.rna_seq.augmented_star_gene_counts.tsv,cdfe79d9-a0bd-4700-937f-07bd0ee51d73,Gene Expression Quantification,57f02208-e481-47fd-b477-03cb4d424d09,Transcriptome Profiling,RNA-Seq
f8b403a1-37cf-4acb-b5d7-b3437fafa7f8,"[{'case_id': '9d166970-07c8-4ca3-9cfa-ed0049df9ecc', 'submitter_id': 'TCGA-BH-A1EW'}]",5e4626c1-dcf9-4781-a2e7-f6afca7e2ee7.rna_seq.augmented_star_gene_counts.tsv,f8b403a1-37cf-4acb-b5d7-b3437fafa7f8,Gene Expression Quantification,44f41633-3803-4228-aab8-7271836240f4,Transcriptome Profiling,RNA-Seq
6d505305-dc5f-4dc7-8721-817f444ff7ee,"[{'case_id': '66072c06-f251-4f0b-b6ae-12b407c52cc6', 'submitter_id': 'TCGA-AN-A04C'}]",d681e327-7e74-4f6a-811f-e006470e568f.rna_seq.augmented_star_gene_counts.tsv,6d505305-dc5f-4dc7-8721-817f444ff7ee,Gene Expression Quantification,3be11238-17bb-48b6-a5f9-6c9072d9dd54,Transcriptome Profiling,RNA-Seq
e37e5793-921d-4930-8f22-ddcd5f881fe6,"[{'case_id': '67eef990-5ff4-45d1-843d-d22d7848f130', 'submitter_id': 'TCGA-A7-A0CG'}]",82d0130a-9bea-443b-bf46-32fe0a2ce84c.rna_seq.augmented_star_gene_counts.tsv,e37e5793-921d-4930-8f22-ddcd5f881fe6,Gene Expression Quantification,64c4e537-3b06-4fbe-a7db-472b7c5efd4a,Transcriptome Profiling,RNA-Seq
307261f2-f88f-4658-b6d1-98ef946148e2,"[{'case_id': '6623fc5e-00be-4476-967a-cbd55f676ea6', 'submitter_id': 'TCGA-4H-AAAK'}]",75d91076-9d8a-415e-9ee6-00b877e55874.rna_seq.augmented_star_gene_counts.tsv,307261f2-f88f-4658-b6d1-98ef946148e2,Gene Expression Quantification,3536c481-439f-48e2-84df-db1179819c69,Transcriptome Profiling,RNA-Seq
23bf74db-bb4e-44c5-8473-e651b818e460,"[{'case_id': '9d95a65b-e41d-4f93-92d4-99dce29ff40d', 'submitter_id': 'TCGA-A7-A0CE'}]",308e15c9-16b0-4f24-b9dc-e9dc91038579.rna_seq.augmented_star_gene_counts.tsv,23bf74db-bb4e-44c5-8473-e651b818e460,Gene Expression Quantification,8c603269-f5a4-42b1-802a-fd995dba13de,Transcriptome Profiling,RNA-Seq
2d75b6a1-0f93-4c6a-9554-73a214969c6b,"[{'case_id': '69a68fbc-e43d-4652-85ee-693211bded47', 'submitter_id': 'TCGA-E9-A1N4'}]",1cbbe329-a471-425e-b14d-e9043fce6926.rna_seq.augmented_star_gene_counts.tsv,2d75b6a1-0f93-4c6a-9554-73a214969c6b,Gene Expression Quantification,fd561cd7-ba41-4731-a192-0843239100a9,Transcriptome Profiling,RNA-Seq
040d00da-2bc9-49d4-bf6c-b4515b6a2bbf,"[{'case_id': '6b960b58-28e1-41c6-bd6e-7e669c6aa4ef', 'submitter_id': 'TCGA-BH-A18V'}]",d4f91697-1c39-4398-bf2f-85217a22ddff.rna_seq.augmented_star_gene_counts.tsv,040d00da-2bc9-49d4-bf6c-b4515b6a2bbf,Gene Expression Quantification,2671bc24-4536-4cf0-88d9-b6b6e7ebb6bf,Transcriptome Profiling,RNA-Seq
15d7e135-acb7-46ef-a8b1-f424e40a9e4d,"[{'case_id': '10c9be1e-2cc0-45e4-8d2c-c013ea63ef05', 'submitter_id': 'TCGA-AN-A0FS'}]",e20191d9-fddf-47a3-9ff9-d4a36af7d762.rna_seq.augmented_star_gene_counts.tsv,15d7e135-acb7-46ef-a8b1-f424e40a9e4d,Gene Expression Quantification,cc47c9aa-e67b-4c37-9b6d-61ba56a414db,Transcriptome Profiling,RNA-Seq
a39993c2-0b95-4df1-b501-b1a746633449,"[{'case_id': '753d5d49-3b40-4737-9d4c-b1ec29cc2692', 'submitter_id': 'TCGA-GM-A2DM'}]",9b652843-9c30-4c21-8c39-ef9e21ec4ec6.rna_seq.augmented_star_gene_counts.tsv,a39993c2-0b95-4df1-b501-b1a746633449,Gene Expression Quantification,3b2d9be7-7d3f-4a8f-be80-8d265045f1ae,Transcriptome Profiling,RNA-Seq
aa2ab118-b3cc-4452-a29c-104f80f16f8d,"[{'case_id': 'be9bf36a-12e1-4386-addf-1686dc8b49de', 'submitter_id': 'TCGA-E2-A153'}]",752ec80f-0c1d-4c66-9927-a32f2f9dfb2a.rna_seq.augmented_star_gene_counts.tsv,aa2ab118-b3cc-4452-a29c-104f80f16f8d,Gene Expression Quantification,1268938a-87ee-4748-ab25-ee321fa4a3e3,Transcriptome Profiling,RNA-Seq
a04fdd52-6d4c-4dc6-b63d-fa67ecfe4744,"[{'case_id': 'be9bf36a-12e1-4386-addf-1686dc8b49de', 'submitter_id': 'TCGA-E2-A153'}]",d7d4b68a-ab93-4b9c-9cf6-88f15299e306.rna_seq.augmented_star_gene_counts.tsv,a04fdd52-6d4c-4dc6-b63d-fa67ecfe4744,Gene Expression Quantification,b9990d4f-5663-4389-9cd6-95f4287581bc,Transcriptome Profiling,RNA-Seq
4bfe1281-919d-47ee-afc7-2b373b113674,"[{'case_id': 'becedbfd-b2aa-4dde-b7f4-29e6f59ec32c', 'submitter_id': 'TCGA-E2-A1IK'}]",a615ef14-a590-45b2-91c9-74a3cae19619.rna_seq.augmented_star_gene_counts.tsv,4bfe1281-919d-47ee-afc7-2b373b113674,Gene Expression Quantification,85c604d5-9aea-488b-9353-4cfacd7bcbc3,Transcriptome Profiling,RNA-Seq
e8d97ce6-190e-4189-a148-5a8d9f4215c3,"[{'case_id': '4d51159f-ab2f-40e3-a363-847c3654431e', 'submitter_id': 'TCGA-C8-A26Y'}]",d244c9fe-f289-417a-af42-85591ef4fdc6.rna_seq.augmented_star_gene_counts.tsv,e8d97ce6-190e-4189-a148-5a8d9f4215c3,Gene Expression Quantification,20ae45b4-fa45-4ebe-9701-3c2b48b9c4c9,Transcriptome Profiling,RNA-Seq
0427af63-b665-4c57-874b-65222c200bfe,"[{'case_id': '78582fbc-dcc7-48ae-9f95-5271c9bc5b72', 'submitter_id': 'TCGA-AQ-A04L'}]",99296d22-e605-49cd-b37f-a1b900be5d53.rna_seq.augmented_star_gene_counts.tsv,0427af63-b665-4c57-874b-65222c200bfe,Gene Expression Quantification,3939bc44-097e-4710-be81-49d3b99a81fd,Transcriptome Profiling,RNA-Seq
c4ceaaf8-4803-45d7-9937-42d25db60148,"[{'case_id': '75b3fe55-1a63-426e-867e-2ef52f54778d', 'submitter_id': 'TCGA-B6-A402'}]",9ae5c03c-326d-4492-9cc3-4ba17beb09ad.rna_seq.augmented_star_gene_counts.tsv,c4ceaaf8-4803-45d7-9937-42d25db60148,Gene Expression Quantification,5426675b-53c2-44e2-92a7-631d802d1688,Transcriptome Profiling,RNA-Seq
363736c4-cc2d-4920-a10b-bd0de899cdb1,"[{'case_id': '76ace6aa-0505-442c-978a-f889cf2d44bb', 'submitter_id': 'TCGA-BH-A0E9'}]",387e08dc-a77e-4dd7-939c-1e6f515e692d.rna_seq.augmented_star_gene_counts.tsv,363736c4-cc2d-4920-a10b-bd0de899cdb1,Gene Expression Quantification,61140554-4fc3-453f-9c35-e1c843f06f12,Transcriptome Profiling,RNA-Seq
c4241ab5-95b7-4870-aaed-55541756c42f,"[{'case_id': '78e1da41-127c-4e9c-aaaa-77a0d94c31d0', 'submitter_id': 'TCGA-A8-A08C'}]",a2b214c2-a5d4-4ce6-b505-e1438027236d.rna_seq.augmented_star_gene_counts.tsv,c4241ab5-95b7-4870-aaed-55541756c42f,Gene Expression Quantification,c867e169-a785-4077-a4da-64f31c463313,Transcriptome Profiling,RNA-Seq
6ac73ea5-48e8-40d8-8383-fa28991813fd,"[{'case_id': '796b593f-5886-4a27-bf94-7ea8df325e1a', 'submitter_id': 'TCGA-A2-A0YJ'}]",8832d658-24d2-4d12-a025-959d5eed1271.rna_seq.augmented_star_gene_counts.tsv,6ac73ea5-48e8-40d8-8383-fa28991813fd,Gene Expression Quantification,f77954b9-3e52-44c9-a2da-d6139c2d0df1,Transcriptome Profiling,RNA-Seq
e38111a3-54f9-4229-8803-fc74e0c12c55,"[{'case_id': '784de7ac-8424-42eb-83d4-a1bebaa42b97', 'submitter_id': 'TCGA-A1-A0SM'}]",d77c2ca5-196a-4426-84e4-0ffa4a3667ef.rna_seq.augmented_star_gene_counts.tsv,e38111a3-54f9-4229-8803-fc74e0c12c55,Gene Expression Quantification,ee53fa23-16e8-4115-97f5-aaffe83cfeb6,Transcriptome Profiling,RNA-Seq
fd4bd1de-fc4a-42bc-aca5-5ac16ec14118,"[{'case_id': '7aedb46a-48ec-4e0e-8baa-c9ea4c4a7cf1', 'submitter_id': 'TCGA-A2-A25C'}]",8634f872-177a-481f-ba51-62864c569001.rna_seq.augmented_star_gene_counts.tsv,fd4bd1de-fc4a-42bc-aca5-5ac16ec14118,Gene Expression Quantification,a43edd77-5aed-433a-bacb-d50697525cc6,Transcriptome Profiling,RNA-Seq
d5120825-ab1f-446c-af1e-3be57846a15b,"[{'case_id': '7c2a8440-0206-4039-8474-8d62f6c7de0c', 'submitter_id': 'TCGA-AN-A0AS'}]",ed178c34-0b29-4f65-bdf5-a39969111ca8.rna_seq.augmented_star_gene_counts.tsv,d5120825-ab1f-446c-af1e-3be57846a15b,Gene Expression Quantification,a6d5706c-3591-49c6-a2a7-aff854cc6b9f,Transcriptome Profiling,RNA-Seq
0ca579b1-763e-4f6a-a071-c6514aaa2f11,"[{'case_id': '7d9d3522-ec3b-4efe-8c8e-c0e675276ef5', 'submitter_id': 'TCGA-BH-A0GY'}]",c93e78f6-1c35-4139-a6b4-c29c229c8b68.rna_seq.augmented_star_gene_counts.tsv,0ca579b1-763e-4f6a-a071-c6514aaa2f11,Gene Expression Quantification,de9e3339-f3ab-4ca8-aad6-be4d3836600a,Transcriptome Profiling,RNA-Seq
bc39baa2-786e-4d9a-874e-a7f4febc3be2,"[{'case_id': 'a6cb373a-1604-4e25-bd81-da6c3e4f06ee', 'submitter_id': 'TCGA-AO-A03V'}]",bb7098ae-862b-488c-b67e-01ed682ec783.rna_seq.augmented_star_gene_counts.tsv,bc39baa2-786e-4d9a-874e-a7f4febc3be2,Gene Expression Quantification,0d38ce9c-f1a2-46bc-8eca-ef02b68dc2ad,Transcriptome Profiling,RNA-Seq
f45af277-1f94-4cdd-97d4-8ccdbd7ff18e,"[{'case_id': '7dcf550c-90ce-4f63-aecd-0e46897e2a3e', 'submitter_id': 'TCGA-AC-A23H'}]",a41a8b37-2a35-487f-8a4d-ffa0f31b7839.rna_seq.augmented_star_gene_counts.tsv,f45af277-1f94-4cdd-97d4-8ccdbd7ff18e,Gene Expression Quantification,8f22ebd3-59d3-4c59-bd4c-a3f91be66f48,Transcriptome Profiling,RNA-Seq
3fafe34a-38e2-4645-af4e-0d77fd5464c1,"[{'case_id': '43b3bf47-7313-4dfb-952a-ec0b9d48e16c', 'submitter_id': 'TCGA-OL-A5S0'}]",e7e4c883-af18-41bf-9383-e5b9f354bc8d.rna_seq.augmented_star_gene_counts.tsv,3fafe34a-38e2-4645-af4e-0d77fd5464c1,Gene Expression Quantification,098ccf84-4010-4e34-bd81-e16ceeeafed7,Transcriptome Profiling,RNA-Seq
3173d46f-7344-41e4-bd4c-027fe5b5ec06,"[{'case_id': '7f0bbba1-9bc3-45db-bdda-eb3319bb15d2', 'submitter_id': 'TCGA-BH-A0DE'}]",876216c7-72a1-4b1e-bd2b-fcb125ca91ae.rna_seq.augmented_star_gene_counts.tsv,3173d46f-7344-41e4-bd4c-027fe5b5ec06,Gene Expression Quantification,9246c71d-5e8b-4dc3-a87d-1fad841ad222,Transcriptome Profiling,RNA-Seq
f69ca0e5-201f-4066-81a5-c5b9c8a5012c,"[{'case_id': '43029932-feb0-4658-97fa-645c1e775009', 'submitter_id': 'TCGA-AR-A1AN'}]",23b39087-8003-4e5b-a1f8-b50b0919bcca.rna_seq.augmented_star_gene_counts.tsv,f69ca0e5-201f-4066-81a5-c5b9c8a5012c,Gene Expression Quantification,7328605d-6b08-42d5-8e28-f94702170a6b,Transcriptome Profiling,RNA-Seq
7140b89b-50b6-42ed-a69d-1cbc7901d530,"[{'case_id': '56bbd282-b88d-4730-9242-ab97d08dc83a', 'submitter_id': 'TCGA-GM-A2DN'}]",071e21e7-a494-4d87-ab48-1cb334e0d992.rna_seq.augmented_star_gene_counts.tsv,7140b89b-50b6-42ed-a69d-1cbc7901d530,Gene Expression Quantification,5efe49ac-4cd8-47e2-89fb-3020c0548790,Transcriptome Profiling,RNA-Seq
d3badb09-df1e-488e-ade9-97f1925b5649,"[{'case_id': '441919eb-8c9f-478c-bda3-8de4f8295e8a', 'submitter_id': 'TCGA-C8-A12L'}]",aae57dd0-eae8-48b0-855f-2cd17c9f524d.rna_seq.augmented_star_gene_counts.tsv,d3badb09-df1e-488e-ade9-97f1925b5649,Gene Expression Quantification,65841034-8179-4284-9501-e62a051f3b79,Transcriptome Profiling,RNA-Seq
c4a9a1df-4397-409e-85ec-30e0789377c2,"[{'case_id': '57cf380d-ab52-467f-b9ae-740b2f84c820', 'submitter_id': 'TCGA-BH-A42V'}]",18e5bf73-efdd-4c75-957c-68a94f6cb396.rna_seq.augmented_star_gene_counts.tsv,c4a9a1df-4397-409e-85ec-30e0789377c2,Gene Expression Quantification,410e6301-ed2b-4a25-b922-e179bbea13f6,Transcriptome Profiling,RNA-Seq
309dcac2-7efa-467c-9dc7-222c130b0fec,"[{'case_id': '59be60a3-e0f6-4d63-b98c-574ef92428c4', 'submitter_id': 'TCGA-E2-A15M'}]",d29744c4-3aa3-44b2-83fb-0e74ba697cd9.rna_seq.augmented_star_gene_counts.tsv,309dcac2-7efa-467c-9dc7-222c130b0fec,Gene Expression Quantification,feb8c1a5-b3e8-4860-a2c5-59beea73dda8,Transcriptome Profiling,RNA-Seq
ccb87d7a-2729-4017-bc17-10e5a67bd5cc,"[{'case_id': '59be60a3-e0f6-4d63-b98c-574ef92428c4', 'submitter_id': 'TCGA-E2-A15M'}]",0557d817-20e0-496f-840a-7a15d6da1694.rna_seq.augmented_star_gene_counts.tsv,ccb87d7a-2729-4017-bc17-10e5a67bd5cc,Gene Expression Quantification,315ab438-0212-4f9a-93cc-ac93ee25860c,Transcriptome Profiling,RNA-Seq
e58f3dde-82f6-4a5d-9909-8f5659a26915,"[{'case_id': '59d60247-e549-4326-a672-50b05c13a291', 'submitter_id': 'TCGA-BH-A8G0'}]",9bf53a64-2c24-4cf7-8419-f57b1936aa8c.rna_seq.augmented_star_gene_counts.tsv,e58f3dde-82f6-4a5d-9909-8f5659a26915,Gene Expression Quantification,0cfa73fc-2382-40bb-b03c-1ea79bcd84de,Transcriptome Profiling,RNA-Seq
0a7dc8b9-4196-41d3-ada1-a50cb36bfd2b,"[{'case_id': '5cd79093-1571-4f71-8136-0d84ccabdcac', 'submitter_id': 'TCGA-WT-AB44'}]",3c9c665e-9327-45f0-b412-224e8948deb2.rna_seq.augmented_star_gene_counts.tsv,0a7dc8b9-4196-41d3-ada1-a50cb36bfd2b,Gene Expression Quantification,453b8a21-63a7-4d57-be3f-b47075d7112f,Transcriptome Profiling,RNA-Seq
8c600781-5238-4b46-80bc-aa2710c1ed3f,"[{'case_id': '5cdae21d-eee5-478f-932a-0f51fcf5f031', 'submitter_id': 'TCGA-E9-A1RC'}]",c285a0ef-5076-4265-be61-98c064242718.rna_seq.augmented_star_gene_counts.tsv,8c600781-5238-4b46-80bc-aa2710c1ed3f,Gene Expression Quantification,b93fb190-50ec-41fc-8ed4-f0b0661cfa06,Transcriptome Profiling,RNA-Seq
6487c7e6-38ad-417c-8009-6c899fe74a64,"[{'case_id': '6f18f96e-c0c9-4cc4-9fb2-cba8949d5402', 'submitter_id': 'TCGA-E2-A9RU'}]",687d5cbd-0877-4e31-86d7-9fcb32a82f10.rna_seq.augmented_star_gene_counts.tsv,6487c7e6-38ad-417c-8009-6c899fe74a64,Gene Expression Quantification,06551ccd-6a7e-4ce8-be36-082bc2960505,Transcriptome Profiling,RNA-Seq
416defdf-a4f7-4305-97ff-d3b3ebce672f,"[{'case_id': '8c51bbcb-7c8d-47ad-9193-70ca157c6900', 'submitter_id': 'TCGA-AR-A251'}]",0dacd83e-7fab-4064-a25c-c1de66be5305.rna_seq.augmented_star_gene_counts.tsv,416defdf-a4f7-4305-97ff-d3b3ebce672f,Gene Expression Quantification,64ec5d3f-5d87-412a-bea8-12bd5503cb30,Transcriptome Profiling,RNA-Seq
0a06329d-82cd-41a9-822e-43cfd49e63a2,"[{'case_id': '5e4187c9-98f8-4bdb-a8da-6a914e96f47a', 'submitter_id': 'TCGA-A8-A082'}]",a7b067c9-a62a-4d3d-8c4e-668830f7441f.rna_seq.augmented_star_gene_counts.tsv,0a06329d-82cd-41a9-822e-43cfd49e63a2,Gene Expression Quantification,9495bd06-c7d4-4e07-b1d6-852a2cfcc03b,Transcriptome Profiling,RNA-Seq
50260fba-c435-480a-9bb8-f2839ba499a4,"[{'case_id': '8c7e74e0-71ef-49b8-9217-94b8ef740ef9', 'submitter_id': 'TCGA-A7-A13E'}]",1d390e7f-bbbb-45b5-9466-d199f19106b2.rna_seq.augmented_star_gene_counts.tsv,50260fba-c435-480a-9bb8-f2839ba499a4,Gene Expression Quantification,eb770c70-3246-4447-a3dc-3c6b8273a3e6,Transcriptome Profiling,RNA-Seq
4e98f490-cbdf-4864-8cc3-b5f9d3c95146,"[{'case_id': '4842bac3-abaa-4900-871f-f2c3ba6457f5', 'submitter_id': 'TCGA-E9-A1R6'}]",ef2a6bd9-fe3b-4b67-942c-89f3a34813ad.rna_seq.augmented_star_gene_counts.tsv,4e98f490-cbdf-4864-8cc3-b5f9d3c95146,Gene Expression Quantification,4413b109-4fca-4263-b45f-1399ca4a9da4,Transcriptome Profiling,RNA-Seq
e2b3728b-9827-4a13-b52c-caabd58f902e,"[{'case_id': '48ff0420-0f19-4e9d-a75d-6c54949a461a', 'submitter_id': 'TCGA-B6-A401'}]",b4b81763-61bc-469b-a048-eba733193262.rna_seq.augmented_star_gene_counts.tsv,e2b3728b-9827-4a13-b52c-caabd58f902e,Gene Expression Quantification,395ca9ab-cfe6-4d76-99f9-1231cf8f603d,Transcriptome Profiling,RNA-Seq
7be570ba-7f69-431e-88c2-614e92bc88ae,"[{'case_id': '491d5ebb-e9ab-4b17-acb8-630ff9fef0f2', 'submitter_id': 'TCGA-AR-A24X'}]",381e687e-c27d-4794-981b-7c3c596a0246.rna_seq.augmented_star_gene_counts.tsv,7be570ba-7f69-431e-88c2-614e92bc88ae,Gene Expression Quantification,203b6b39-f64a-49a4-b501-55dfe47ebd47,Transcriptome Profiling,RNA-Seq
68814d4d-9db8-471f-b4b3-5c2fecb10773,"[{'case_id': '45c3975c-d333-4237-93f7-e12dc2451c38', 'submitter_id': 'TCGA-E2-A56Z'}]",baf9135d-d8dd-4e04-9115-4055b81fae05.rna_seq.augmented_star_gene_counts.tsv,68814d4d-9db8-471f-b4b3-5c2fecb10773,Gene Expression Quantification,81143619-efc5-4188-b522-5292ae7692f0,Transcriptome Profiling,RNA-Seq
0094f9d0-45ec-4aad-bca0-71c60bdd7113,"[{'case_id': '4922cddc-575c-4b8a-8245-ce5f6876760c', 'submitter_id': 'TCGA-E9-A1R3'}]",cafc9e36-c5f0-45df-ad03-16210ff0d870.rna_seq.augmented_star_gene_counts.tsv,0094f9d0-45ec-4aad-bca0-71c60bdd7113,Gene Expression Quantification,3e9042cb-14f4-48db-b3df-6bc6858f6dfb,Transcriptome Profiling,RNA-Seq
be6f8b24-e668-41c6-89f7-f4cdc8533cae,"[{'case_id': '478eb8aa-50b8-4ce5-98e4-d518ede4b174', 'submitter_id': 'TCGA-BH-A0DZ'}]",63afc197-8c49-4150-a98b-61c47f182778.rna_seq.augmented_star_gene_counts.tsv,be6f8b24-e668-41c6-89f7-f4cdc8533cae,Gene Expression Quantification,657d2dc6-64c8-417b-905f-b63c681cae0a,Transcriptome Profiling,RNA-Seq
c8c7b9cc-7015-4405-a7f5-f60587de285a,"[{'case_id': 'ccb22ecc-6e18-44b8-ad48-6ab51314b16e', 'submitter_id': 'TCGA-D8-A142'}]",c091a9db-8d3f-4dfb-8658-b6b8020c1d5c.rna_seq.augmented_star_gene_counts.tsv,c8c7b9cc-7015-4405-a7f5-f60587de285a,Gene Expression Quantification,1073a36b-64bd-455e-b06a-4fb63bbbb75f,Transcriptome Profiling,RNA-Seq
c95a37a1-d3cd-421c-bc5f-0f8dc448f64c,"[{'case_id': 'ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21', 'submitter_id': 'TCGA-A2-A04P'}]",ee6709eb-718c-4a0e-8b57-3068e0e0fbaf.rna_seq.augmented_star_gene_counts.tsv,c95a37a1-d3cd-421c-bc5f-0f8dc448f64c,Gene Expression Quantification,cb957c99-2f54-44bf-8009-18d169105f27,Transcriptome Profiling,RNA-Seq
97387357-c741-43a6-9b3a-55c925f9a516,"[{'case_id': 'cc510968-fe52-4109-a79f-74f216b48c78', 'submitter_id': 'TCGA-D8-A1XJ'}]",6e79eeb3-9eae-45f4-92a5-fba71c154c1a.rna_seq.augmented_star_gene_counts.tsv,97387357-c741-43a6-9b3a-55c925f9a516,Gene Expression Quantification,6a2e751e-d380-4923-9357-60e0c93664d5,Transcriptome Profiling,RNA-Seq
d914654b-ec4f-4be5-a525-2997a4b39279,"[{'case_id': 'cd3faa15-743c-476f-ab0d-f205b14126b6', 'submitter_id': 'TCGA-B6-A0RV'}]",f77281dc-f8c5-4da7-b151-873b03e986ad.rna_seq.augmented_star_gene_counts.tsv,d914654b-ec4f-4be5-a525-2997a4b39279,Gene Expression Quantification,967ddb12-c775-40a9-8983-5cad9afffb76,Transcriptome Profiling,RNA-Seq
5113a198-1bfe-4d4e-8e17-4c8e3359061a,"[{'case_id': 'ce9e0309-9756-42d2-ae94-d91264a79498', 'submitter_id': 'TCGA-E2-A1LA'}]",9dffcc09-6ccd-4f12-ae6a-1b8b93fcf29c.rna_seq.augmented_star_gene_counts.tsv,5113a198-1bfe-4d4e-8e17-4c8e3359061a,Gene Expression Quantification,e1b9c370-64e9-4035-9d12-59697a3a702b,Transcriptome Profiling,RNA-Seq
6129ca9a-5466-4cf5-be19-a4e3134659cb,"[{'case_id': 'cea9d8f9-e18c-4947-a461-5f712e3c1e6d', 'submitter_id': 'TCGA-E9-A229'}]",db998871-01ff-4a39-ba06-fe3fb1183584.rna_seq.augmented_star_gene_counts.tsv,6129ca9a-5466-4cf5-be19-a4e3134659cb,Gene Expression Quantification,764f0785-f1bb-4fe8-8254-78ef5f2998a2,Transcriptome Profiling,RNA-Seq
9c99e8d0-a96d-4252-8ea8-e15bfae278c3,"[{'case_id': 'cd781589-3820-45a2-906b-8d60cd02f3ef', 'submitter_id': 'TCGA-D8-A1JT'}]",3bbc2702-3fa1-455a-9c68-bf082850d9be.rna_seq.augmented_star_gene_counts.tsv,9c99e8d0-a96d-4252-8ea8-e15bfae278c3,Gene Expression Quantification,6c4bfc7e-b1d5-49da-9cac-de091987a09f,Transcriptome Profiling,RNA-Seq
e21262db-a694-4461-b1b0-e52c0891113a,"[{'case_id': 'd071c16b-7cee-45ed-8ec9-612418143815', 'submitter_id': 'TCGA-A2-A0CS'}]",04de1f79-fdfc-4662-bab2-a3ed667c7dea.rna_seq.augmented_star_gene_counts.tsv,e21262db-a694-4461-b1b0-e52c0891113a,Gene Expression Quantification,9f657a5f-e68a-48c9-9f15-34dd2fc7baf3,Transcriptome Profiling,RNA-Seq
7d0189e8-9726-439a-b5e4-b650bc33794b,"[{'case_id': 'e1119732-3e97-4259-bc69-dc4269d9496d', 'submitter_id': 'TCGA-BH-A0C7'}]",488d0d81-4872-4204-b8e8-745e64a35d65.rna_seq.augmented_star_gene_counts.tsv,7d0189e8-9726-439a-b5e4-b650bc33794b,Gene Expression Quantification,d7bdf37e-ba57-4562-8918-7987086f7bdc,Transcriptome Profiling,RNA-Seq
1dacccf9-58ae-490f-9f3f-31c82f93b3b8,"[{'case_id': 'e112b452-8850-4353-bfed-0dbdc243290b', 'submitter_id': 'TCGA-AN-A0FW'}]",b707621f-1f89-4058-be18-33020b9ebec3.rna_seq.augmented_star_gene_counts.tsv,1dacccf9-58ae-490f-9f3f-31c82f93b3b8,Gene Expression Quantification,cdb6d378-e8f0-46fc-bbc9-6d5bfbef5dbe,Transcriptome Profiling,RNA-Seq
79d67844-5389-40ee-a1fd-5b19ecf81b73,"[{'case_id': '92654f8d-5137-4ffd-aaa3-5ae38eb88226', 'submitter_id': 'TCGA-A7-A2KD'}]",d251e6b4-0c25-42ec-b090-daa81ee80a0e.rna_seq.augmented_star_gene_counts.tsv,79d67844-5389-40ee-a1fd-5b19ecf81b73,Gene Expression Quantification,0f37bb87-7621-4c93-a72e-87b18e6f7fa3,Transcriptome Profiling,RNA-Seq
9e5ecae5-faf0-41a2-a795-d1b4db79486a,"[{'case_id': '91a2f2af-e4b1-4a0b-ab20-6a36ce63c533', 'submitter_id': 'TCGA-E2-A1LS'}]",a4cf670f-1627-42cf-9917-fc2c89708353.rna_seq.augmented_star_gene_counts.tsv,9e5ecae5-faf0-41a2-a795-d1b4db79486a,Gene Expression Quantification,313209fa-a073-4cc9-a6f7-b527edbf314d,Transcriptome Profiling,RNA-Seq
5755f322-5df5-4b88-9c79-640167775c12,"[{'case_id': '91a2f2af-e4b1-4a0b-ab20-6a36ce63c533', 'submitter_id': 'TCGA-E2-A1LS'}]",8bf23a6b-8ca6-4fcf-b4e9-a14c3a875526.rna_seq.augmented_star_gene_counts.tsv,5755f322-5df5-4b88-9c79-640167775c12,Gene Expression Quantification,1324c6a9-112e-4327-bf6c-23c192d0633e,Transcriptome Profiling,RNA-Seq
4c941474-f3e0-4735-bad0-cff8894fb08d,"[{'case_id': '92529232-8504-4541-b7e2-4df8f497c413', 'submitter_id': 'TCGA-D8-A1XM'}]",d474de4c-c01d-46f5-92a6-7513f7a38eed.rna_seq.augmented_star_gene_counts.tsv,4c941474-f3e0-4735-bad0-cff8894fb08d,Gene Expression Quantification,3a4f905b-0dcb-4180-a8fb-ef1b7feaf9e7,Transcriptome Profiling,RNA-Seq
1320db11-22a5-417f-8ec7-65c0bf4681a2,"[{'case_id': '93ed6066-b567-4e1c-ab81-23370f9d3452', 'submitter_id': 'TCGA-BH-A0AY'}]",9926a02f-9fa7-42c9-bfa1-e6ec45018fed.rna_seq.augmented_star_gene_counts.tsv,1320db11-22a5-417f-8ec7-65c0bf4681a2,Gene Expression Quantification,5504e1a3-805b-48bf-acf1-5a2323db103b,Transcriptome Profiling,RNA-Seq
c9920595-31f2-4977-b6bd-c0fa3ffcf461,"[{'case_id': '94b95984-b2fb-4e42-8887-45e7086c3179', 'submitter_id': 'TCGA-E9-A1RB'}]",b0c13073-8725-4707-983c-506fe46205d7.rna_seq.augmented_star_gene_counts.tsv,c9920595-31f2-4977-b6bd-c0fa3ffcf461,Gene Expression Quantification,f64a5e7a-736e-41f9-9ce3-1be034c944d0,Transcriptome Profiling,RNA-Seq
