,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Cluster
3a6cc4be-eff8-4725-a416-46ed35316192.rna_seq.augmented_star_gene_counts,-0.5493411,-0.08177526,-0.21796411,0.2814488,0.19413851,-0.62057906,-0.86452657,-0.60650796,-0.6220751,-0.40596032,-0.046306264,0.64138114,-0.06472799,0.28555351,0.55353,0.025642002,0.1682225,0.79297316,-0.74446696,0.6456934,-0.27986237,0.030277146,0.04793228,1.0483831,-0.9719994,-0.33983627,-0.6755636,-0.24097128,0.3963298,-0.6641958,-0.45443153,0.5322507,0.4161291,1.018719,-0.121023715,-0.04909524,0.7840193,-0.22393563,-0.4477923,-0.19167162,0.24340002,0.29175743,0.8646535,0.3376424,-0.6875349,-0.58377093,-0.12372186,-0.16380101,-0.44254878,-1.2763065,-0.54626065,-0.5756189,0.22455683,-0.27689725,0.045565736,-0.036445905,0.69521046,-0.08047985,0.7009647,-0.6017511,0.44101796,-1.0234984,0.04410985,0.42065623,0.39950195,0.013350681,-0.6710336,-0.6592477,0.058272533,0.23008601,-0.90613663,-0.4116832,-1.1771476,0.07290711,1.0882303,0.67585576,0.05789891,0.015176395,0.15810551,-0.5673992,0.34852737,0.21361473,0.7357083,0.22583401,-1.0800896,-0.5283983,-0.4612072,0.27717513,-1.4227082,1.0531626,1.672535,0.52728647,-1.0706265,-0.5056088,0.83020645,1.0524428,-0.85724956,0.43449903,-1.8313816,0.23147883,-0.83502954,0.027193364,0.14057665,0.07783368,-0.3909204,-0.7832246,0.73034936,-0.21474798,-0.033433743,0.6150802,-0.67387176,-0.79392713,-0.33568677,-0.59093225,-0.5936237,-1.2463384,-0.55876315,0.6654732,0.047829334,-0.68871343,0.018002035,1.284456,-1.7476355,-0.97739655,0.075158715,0.6239199,0.1067666,-0.8125359,0
3d05d072-d042-4c02-aaf6-ee2e589003d6.rna_seq.augmented_star_gene_counts,-0.72431546,-0.3149921,-0.12847386,0.2301678,0.01947107,-0.547058,-0.5513151,-0.33517495,-0.6107283,-0.31536713,0.121170476,0.55280584,-0.1061902,0.28283876,0.6187192,0.0469,0.10370094,0.94631064,-0.46484876,0.8452487,-0.4821502,0.061521575,-0.041505437,0.8689306,-0.99379164,0.0822577,-0.78338844,-0.27242193,0.4040648,-0.4911648,-0.71918553,0.5147597,0.099741206,1.2481247,0.050311323,0.0042817844,0.64460224,0.020012857,-0.15396893,-0.098801136,0.1603586,0.35913238,0.94464976,0.069873005,-0.61139363,-0.2586261,-0.091451794,-0.07850925,-0.5227306,-1.2139531,-0.40016547,-0.61261594,-0.09615891,-0.5825512,-0.2993256,-0.15737036,0.4005004,0.041317355,0.524612,-0.43419325,0.34113672,-1.216106,0.29130965,0.40077984,0.29337603,0.18462093,-0.6356366,-0.39357674,-0.16412857,0.34964535,-1.0357983,-0.6203236,-1.1413336,0.04535713,1.0443698,0.62658674,0.15489222,0.003999366,0.17137578,-0.70929444,0.15320142,0.07809944,0.64992124,0.04517218,-0.94514996,-0.21279855,-0.40904802,0.1789395,-1.3847703,0.9846602,1.4595656,0.3657223,-0.8969788,-0.42102155,1.0032358,1.043162,-1.0141284,0.21500948,-1.570624,-0.03993872,-0.40380317,-0.32789716,-0.026369296,0.08749454,-0.6684778,-0.69637114,0.82018185,-0.21331573,0.020490468,0.38660443,-0.7777398,-0.6902285,-0.32428634,-0.6425496,-0.40115744,-0.8758023,-0.44868955,0.64080924,-0.32973024,-0.655933,0.07131083,1.1683133,-1.6947569,-0.69184893,-0.11475895,0.4989686,0.119520515,-0.46366084,0
3ee530ee-274d-44de-9793-a75433ddf938.rna_seq.augmented_star_gene_counts,-0.6017552,1.0640141,-1.0250173,-1.5499007,0.995317,-1.1089053,-1.7238618,-2.631701,1.6753012,-0.850465,-2.3230827,-0.68668276,1.8867915,1.416566,0.29126737,-0.14691526,0.51552564,-0.8956603,-1.9493929,-1.5346504,1.2546602,-0.7855341,-0.27098575,0.15671891,0.6414156,-1.8143976,0.4384217,1.0305643,0.32294518,-0.36951593,1.8849294,0.1866027,1.9251685,-0.25008824,0.36367747,-1.7986556,1.4228956,-2.9037523,0.16201693,-0.6249165,0.21664119,-1.3297939,1.4424868,0.64813733,-1.6921034,-0.6772494,-1.5173075,-0.6629014,-1.2233187,0.025574002,-0.47864038,1.2553939,-2.3939748,1.8079844,2.380375,1.4836493,0.7665594,0.4613339,1.1688081,0.12765563,-1.6169363,1.9130529,-1.7278649,-0.7625646,1.0344096,-1.4604652,1.9158778,-1.153631,1.0356648,0.32269302,2.2479947,-0.23693417,-1.303746,1.3185897,0.40349168,0.39142376,0.11620429,-0.32561874,0.47774252,1.9535592,0.448067,1.077042,-1.8123901,0.3230027,0.47556543,-2.3566737,-0.54291797,1.775351,0.9178247,1.9355417,1.5508498,0.8445763,0.39069697,-0.65486526,-1.4891539,0.14738843,2.0880537,1.4525367,-0.6859444,0.66721636,-1.6856247,0.091768764,2.3440669,1.2054325,1.4430057,0.77801627,-2.034771,0.78792316,-0.453456,0.53322387,1.2028028,1.3981217,2.9346008,0.734441,-2.123631,-0.22250953,-1.5400108,-0.029880615,0.6938145,1.271524,0.10451121,-0.88720936,-1.215633,1.0689338,1.4682401,-1.8468391,1.2932336,-0.849571,1
3f32cdec-5a60-4147-b313-7c9a9dfefc78.rna_seq.augmented_star_gene_counts,0.33949652,-0.06700728,0.2609513,0.02356345,-0.06451786,0.24760094,0.5625311,0.21538657,-0.025791703,0.4113808,0.11317046,-0.32348862,-0.5798001,-0.5833744,-0.19287938,-0.02566607,-0.18997884,-0.42996544,0.46875763,0.09167628,-0.363744,-0.19312274,-0.12085769,-0.30573666,0.329402,0.17360292,0.112787984,-0.1760823,0.015693685,0.1415375,0.0858885,0.010541969,-0.03739223,-0.53388906,-0.281944,0.35565868,-0.341023,0.37992704,0.05516989,0.13658619,-0.2760963,0.15250506,-0.5651345,-0.09832287,0.454853,0.038687967,0.39033866,-0.061713338,-0.22839837,0.19712768,0.26067293,0.07815501,0.6686668,-0.04163499,-0.48885083,-0.18069586,-0.23697883,-0.024040014,-0.3426174,-0.011310426,-0.078676865,-0.34587464,0.30988818,0.1595194,0.27050513,0.06132069,-0.15138468,0.3725881,0.2157149,-0.112946846,0.16438387,0.30777442,0.22201106,-0.5491919,-0.4165856,-0.22609654,-0.037081596,0.050630882,-0.11129029,-0.075935826,-0.097998895,-0.3435281,0.46591648,-0.32070714,0.039493416,0.4133929,-0.09557747,-0.44094306,0.06264789,-1.1023849,-0.18404424,-0.5687497,-0.16398968,0.2597497,-0.045795795,-0.36308005,0.11255942,-0.057932556,0.44625416,0.008562541,0.3011223,-0.25357747,-0.2280998,-0.1800742,-0.46284688,-0.249198,0.16647148,0.023480978,0.45317477,-0.05425109,0.0010672478,0.0045329705,-0.28916442,0.013378216,0.35404015,0.13875557,0.7059005,0.046441928,0.3172404,-0.1564499,-0.39685738,-0.12302455,0.5446633,-0.32355118,-0.2508554,0.33785942,-0.2481619,-0.29298908,2
3f3b6a7b-94f0-40a3-9f16-32bab2854678.rna_seq.augmented_star_gene_counts,0.2834443,0.3209236,0.03985197,-0.180665,-0.34818608,0.20656364,1.1832223,0.5548876,0.02233536,1.0296998,0.024401166,-0.9060163,-0.97170764,-1.0828537,-0.5239378,-0.14381954,-0.42859057,-0.4585786,0.82554305,0.31211504,-0.88060576,0.04968788,-0.34174657,0.013752346,-0.018282484,0.6828311,0.3193888,-0.16233273,0.12941024,0.2814797,0.2759485,-0.17567681,-0.5229424,-0.6983268,-0.755254,0.38125214,-0.9230101,0.75218916,0.33652493,0.23022357,-0.02280152,0.23479187,-0.6479302,0.3120127,0.87051183,0.6657984,1.0570933,0.03435525,-0.31759202,0.3167031,0.21440576,-0.13055657,1.2317493,-0.30216092,-0.6538469,-0.14114513,0.055945564,-0.17648795,-0.8377726,-0.2146179,-0.35727182,-0.6044389,0.83338535,0.1329026,0.6534597,0.30710328,-0.4869604,0.866976,0.51774025,-0.53275645,-0.056587785,0.42081195,0.47697228,-0.83245456,-0.8813239,-0.6505164,-0.16552468,0.0802374,0.28801435,-0.22907823,0.17570582,-0.76524734,0.62294346,-0.3629258,-0.14027892,0.43163335,-0.31913644,-0.38603377,-0.38101098,-1.50208,0.24982132,-0.8857866,-0.24837975,0.39974326,-0.0015978126,-0.72945446,0.38780916,0.15633565,0.38163638,0.124868095,0.12792946,-0.4383649,-0.11623965,-0.44947997,-0.92102295,-0.7508074,0.5412219,-0.109829,0.91042304,-0.19399269,0.1210246,-0.13471676,-0.5345576,0.0921897,0.33679107,0.068594866,1.346463,0.14479181,0.39406028,0.23129164,-0.2332939,-0.5278263,0.65427125,-0.4668253,-0.2840715,0.6493269,-0.27025077,-0.6501318,2
40a4fc74-f345-4940-be5c-249013782e4f.rna_seq.augmented_star_gene_counts,0.5385538,0.2533794,0.25710586,-0.03960904,-0.38223973,0.58875835,0.9375678,-0.015738282,0.26266894,0.6835468,0.16496977,-0.74758154,-0.7935967,-0.91373354,-0.07888694,-0.14545292,-0.38590324,-0.5457065,0.5498605,-0.061809015,-0.36495546,-0.062208638,-0.31693095,-0.2948969,0.014369622,0.20436513,0.01632308,-0.14778246,0.453956,0.33038077,0.52639776,-0.37314576,-0.051903527,-0.51495034,-0.6033423,0.24910928,-0.722241,0.73042476,0.11699375,0.0594503,-0.25942665,0.5295162,-0.48929366,-0.068567395,0.4673336,-0.04983597,0.9719475,-0.064557545,-0.5470685,0.07188658,-0.13871013,0.1008293,1.1036005,-0.008789926,-0.5887599,-0.27059668,-0.08926514,-0.0739884,-0.3236287,-0.3020838,-0.38252956,-0.5269077,0.42685923,-0.18022971,0.5418896,0.39177892,-0.5620554,0.48696634,0.66034466,-0.41275185,-0.19659945,0.7064608,0.41586664,-0.8238572,-0.711823,-0.43478248,-0.25874388,0.15438552,0.29242882,-0.05363542,-0.08177935,-0.72277707,0.79492426,-0.6016386,0.0058451523,0.43807635,-0.3534886,-0.09923941,-0.77875334,-1.6688348,0.0005923461,-0.9282592,-0.15695973,0.5330106,-0.08280688,-0.40034607,0.39792395,0.23800911,0.402188,0.0016239401,0.13582626,-0.5360535,-0.1743489,-0.22259611,-0.8414732,-0.543551,0.15108657,-0.034241974,0.9142917,0.20077935,-0.055766903,0.027649188,-0.15145902,0.35154974,0.1571058,0.2644114,1.4793159,0.3455028,0.6029838,-0.04602832,-0.19160621,0.05330591,0.38186955,-0.51801974,-0.0009096853,0.3890528,-0.3385759,-0.5312529,2
4152a167-7b5f-4415-81f8-b22732cc6ef7.rna_seq.augmented_star_gene_counts,-0.3021566,-0.38171822,0.03959294,0.34453812,-0.12823533,-0.5062251,-0.20009331,-0.014898961,-0.6427712,-0.16723122,0.004785789,0.4474539,0.030702576,0.32040957,0.33432266,-0.12688665,0.022001762,0.66828465,-0.28532246,0.46423092,-0.3677698,0.15456834,0.056395143,0.6479831,-0.3754803,0.23255193,-0.5156422,-0.29880804,-0.14275618,-0.29925993,-0.52702373,0.24803866,-0.1876208,0.7044097,-0.16200869,0.21939282,0.34396628,0.12875542,0.09848143,0.17939869,0.146885,0.15613323,0.4054891,0.037841953,-0.13154872,0.010662844,-0.11022264,-0.018619511,-0.11053014,-0.40122032,0.19880031,-0.40327758,-0.19973712,-0.35474083,-0.16868053,-0.03706503,0.16634022,-0.066803545,0.2309289,-0.18798888,0.20769288,-0.57836497,0.2776647,0.36987805,-0.07198621,0.38200116,-0.26511815,-0.39468098,-0.3557953,0.52414817,-0.8769084,-0.38720343,-0.5954758,0.2254422,0.7228758,0.5216181,0.18825679,0.012872629,0.17348813,-0.42522627,0.21930733,0.09163923,0.28447866,-0.102106765,-0.45053664,-0.18923882,-0.17086717,0.0971696,-0.6086619,0.8173798,0.77553284,0.41482395,-0.3934947,-0.3229226,0.7887591,0.53614384,-0.88199574,-0.20698725,-0.76740724,-0.05197843,-0.039720584,0.028012434,-0.1471206,0.08269027,-0.36589,-0.3268535,0.39298737,-0.1372808,-0.17116457,-0.020692233,-0.41804805,-0.2902148,-0.48733178,-0.5031304,-0.11229005,-0.4867031,-0.42764807,0.20483719,-0.3842884,-0.31098893,0.14340667,0.52885497,-0.72009933,-0.19977579,-0.1273841,0.44272232,0.090322874,-0.13339925,0
4665ff5e-adb6-4b88-8a42-cb25c4fda0a0.rna_seq.augmented_star_gene_counts,-0.19440372,-0.026196634,0.036812462,0.3341494,0.06819115,-0.28906345,-0.43504488,-0.23613127,-0.16235006,-0.37802643,-0.14414692,0.48569056,0.47868714,0.5520335,0.1786576,-0.123130776,-0.08230631,0.37531653,-0.30140218,0.10873538,0.06626224,0.11181869,-0.13687386,0.44411746,-0.25688747,0.16416372,-0.40739486,0.0035777893,-0.2538918,-0.27616927,-0.3486131,0.03228541,0.038581297,0.14738476,-0.24366334,0.013910015,0.57390505,-0.26349893,0.30446875,0.25094226,0.075355366,0.22875015,0.2848354,-0.07219672,-0.13450171,0.05555437,-0.537754,-0.17798981,0.076977186,-0.339397,0.136469,-0.07654086,-0.56479245,0.024315886,0.29404935,-0.011178972,0.31890157,-0.07004694,0.4875323,0.16800915,-0.047048464,0.16222571,0.011596244,0.14818335,-0.13632068,-0.13857377,0.004665196,-0.5820794,-0.34202585,0.36710063,-0.28390414,-0.48340318,-0.45360175,0.48760292,0.3306192,0.41117722,0.30716494,-0.16616657,0.22064699,-0.05088827,0.16836762,0.36803016,-0.29260945,0.17022935,-0.21112598,-0.4800121,0.03401387,0.3639138,-0.006699789,0.84439784,0.35180274,0.6225046,-0.048502468,-0.44630855,0.44342324,0.31744567,-0.5838967,-0.3007797,-0.58658165,-0.086990505,0.12682126,0.028154014,0.08079356,0.055269286,0.008382499,-0.26914433,-0.12689796,-0.043289088,-0.3439032,0.038847733,-0.07398764,0.029172419,-0.021303315,-0.4285123,-0.12833172,-0.4176785,-0.418038,0.2942999,-0.30737063,-0.22237712,0.1359965,0.0971758,-0.3782471,-0.08658244,-0.1214705,0.08724143,0.26707518,0.028972162,0
4ab26a32-f816-4aee-9130-12a0b3604db0.rna_seq.augmented_star_gene_counts,0.22884683,0.16233224,0.2612587,0.008085477,0.008597093,0.54603153,0.42626426,-0.24527757,0.20414895,0.09458044,0.12484812,-0.305644,-0.32542846,-0.040332094,0.2476397,0.088760294,-0.2867549,-0.15176477,-0.0571458,-0.2673328,0.120948754,-0.12850724,0.12286508,-0.08570078,-0.019504104,-0.06437497,0.024886727,-0.043559294,0.4440616,-0.18264578,0.3427511,-0.11098704,0.3671579,-0.19931825,-0.043345153,0.049081955,-0.037050996,0.41945058,-0.23619713,-0.13129957,-0.032627,-0.014099921,0.07065263,-0.44116277,-0.12897404,-0.67600703,0.6503401,-0.1373762,-0.45944172,-0.023561057,-0.57658154,-0.046901006,1.0113169,-0.003882323,-0.05756568,0.04800587,0.15817407,0.17262968,0.08259648,-0.16978501,-0.10854765,-0.41597483,0.1661976,-0.50776875,0.3438296,0.24824034,-0.043764144,0.16464935,0.6873974,-0.2763224,-0.12510015,0.39652503,-0.044558525,-0.5380157,-0.06341644,-0.26334244,-0.24885629,0.077956,-0.12694363,-0.06331631,-0.30124348,-0.5839022,0.41366145,-0.32641524,-0.0010842982,0.107350856,-0.16072586,0.103588745,-0.7678544,-0.9022854,0.26705018,-0.54422754,-0.13920988,0.26081637,-0.20003727,0.06202936,0.5570576,0.3424788,0.012754431,-0.1380928,-0.18855798,-0.22915617,0.13104959,-0.10412246,-0.36836997,-0.022324841,-0.036120106,0.30592176,0.31346354,0.41677508,-0.22062865,0.047733262,-0.01385426,0.16494149,-0.20114301,0.037080344,0.58928525,0.19701065,0.46609443,0.097791374,-0.09005483,0.5582147,-0.33503675,-0.57787645,0.29483914,0.36620307,-0.19971173,-0.13766871,2
4abffa72-e45a-405a-b53b-73900d48253d.rna_seq.augmented_star_gene_counts,-0.101414785,-0.3075104,0.141018,0.20775025,-0.15059689,0.17717312,0.027713735,-0.1040269,-0.009832197,0.2850349,0.060047824,0.13807188,0.062077034,0.1291241,0.09093659,0.005491024,-0.21251161,0.059370305,0.11258595,-0.3414244,-0.1523714,0.058692567,-0.026899494,-0.013180461,0.058289096,-0.07501175,-0.2939367,-0.36691722,0.29518786,-0.046933156,0.021803318,-0.20999122,0.11312432,0.39189312,0.15733293,-0.050667528,-0.18567136,0.2750393,-0.03275956,0.14526619,0.08104619,0.14729306,0.116688155,-0.06369938,-0.21713084,0.06429078,-0.085453674,0.13414155,0.5380181,-0.12460707,-0.2940106,-0.3472714,-0.005075516,-0.17460495,-0.35052392,0.14816572,-0.13468876,-0.12380083,0.1681861,-0.12830992,-0.076090924,-0.054143965,0.0035794931,-0.14799699,-0.12926961,0.08664188,0.041418675,0.0137189245,0.25027487,-0.26466444,-0.044770285,-0.07329681,-0.010339987,0.06057749,0.16878049,0.04289706,-0.012457749,-0.075073205,-0.17795888,-0.21877146,-0.29796124,0.006864456,0.3969256,-0.048932757,-0.13826881,0.2182724,0.19696581,0.22193947,-0.15767135,0.03584682,0.17683075,-0.01520101,0.28296408,0.12937285,-0.12545866,0.0528017,0.10616815,-0.30399117,0.21231441,-0.1360185,0.044069033,0.05984666,0.08422129,0.06658509,-0.12614918,0.08246992,-0.047518108,0.030598614,-0.14968376,0.1021869,-0.10014583,0.08161233,0.4543554,0.108059675,0.52643543,-0.029558059,0.22125025,-0.096069455,-0.32513294,-0.16848351,-0.2710329,0.12658027,-0.08627572,0.05628416,-0.059162695,0.054324508,0.4728266,0.111965366,0
4ac28e68-1f0c-4e95-bdb3-4afc7dcfc34c.rna_seq.augmented_star_gene_counts,0.66645473,0.69906855,0.25703976,-0.1388675,-0.72504073,0.92558646,1.273887,-0.15618679,0.37660506,0.86594105,0.34245026,-1.1406878,-1.1302968,-1.0403223,-0.10092341,-0.28434044,-0.5542356,-0.61899334,0.68475693,-0.05779025,-0.45138094,-0.073592246,-0.48552203,-0.25125542,-0.2047321,0.36714253,-0.18212119,-0.3414865,0.94438696,0.28636223,0.6526072,-0.6152291,0.02109516,-0.44550797,-0.88229823,0.20486379,-0.80036163,0.99304026,-0.12284792,-0.09405093,-0.3544406,0.37301478,-0.20873736,-0.16708545,0.40813062,0.070970856,1.2525152,-0.46317086,-0.68128407,-0.0581114,-0.5752623,-0.13831665,1.7697525,-0.20846,-0.9480388,-0.2671484,0.04091005,-0.07830401,-0.57262135,-0.4713005,-0.56285393,-1.0955037,0.7739628,-0.5128533,0.88244295,0.6404365,-0.8827918,0.7508154,1.2933439,-0.55412686,-0.6723261,0.85002404,0.50116295,-1.0413162,-0.9959517,-0.629805,-0.5520251,0.23179038,0.3449216,-0.12224382,0.05185388,-0.9910212,1.2128897,-0.47355717,-0.1128438,0.30031317,-0.53224176,0.07283817,-1.5207691,-1.9740758,0.48518997,-1.187788,-0.560078,0.6947328,-0.08555598,-0.3731661,0.72496057,0.4211963,0.35207996,0.031198664,-0.17255531,-0.90279275,-0.3433802,-0.2876512,-1.4143379,-0.87881166,0.548564,-0.09369246,1.3646761,0.18218777,-0.17098463,-0.13674104,-0.070121564,0.27909085,0.1128273,0.15267144,1.9639148,0.43677786,0.8971097,-0.07439345,-0.13323417,0.23499674,0.18516788,-0.8738497,0.1827471,0.6294469,-0.31973502,-0.82646936,2
4bd484be-2364-4a9c-841e-b60bee25af79.rna_seq.augmented_star_gene_counts,-0.08997162,0.52745813,-0.074762315,-0.27047348,-0.3044903,-0.47803742,-0.5867389,-0.15128626,0.07869996,-0.3161517,-0.24944206,0.014339182,0.64232194,1.0635049,-0.4026758,-0.10938875,0.7756873,-0.8451586,0.21146365,-0.18712449,0.7961086,0.19818991,0.109490246,0.57740694,0.5376892,0.22262879,0.6293541,0.0320384,-0.9138014,0.124107935,0.11269375,0.522145,-0.57575125,-0.92109287,-0.5212033,-0.65743536,-0.07683792,-1.1825404,0.7516565,0.3750762,0.37321463,-0.14172144,0.0960891,0.36297035,-0.37925956,0.34777087,-0.88995075,-0.07818283,1.229656,1.077912,1.3402635,0.0591706,-1.6404052,-0.29086497,1.275817,0.14714833,0.4202873,-0.0260636,0.15785715,0.46576574,-0.16189142,1.0252894,0.27962708,0.6967568,-0.14836352,-0.2939506,0.42436194,-0.6045118,-1.6033703,0.7689542,0.6463164,-1.040927,0.43639156,0.58095247,0.012398322,0.16505693,0.48219192,-0.412907,0.6413882,1.2023896,0.1448158,0.9558452,-1.2473882,0.90941054,1.0003376,-0.9833927,-0.3371622,0.4390461,1.3266592,0.9830135,-1.08479,0.65025645,0.7191143,-0.9270483,-0.23761672,-1.2521352,-0.17423792,0.099802025,0.37400952,0.7735234,0.14135401,1.2760347,0.101827234,-0.37698,0.65058887,-0.026550736,-0.54454863,-0.59751874,-0.026235308,-0.42732915,1.2199651,0.5859084,-0.25078887,0.48559025,-0.46126553,0.25011164,-1.0217041,-0.53004557,0.1596797,0.253456,0.6968101,-1.7514278,0.89994663,1.6640345,0.009422525,-0.91774106,-0.01579098,0.6582461,0
4c6cb929-293d-452e-b7f8-d535b48cf073.rna_seq.augmented_star_gene_counts,0.29573658,-0.18307818,0.29587823,-0.101563185,0.092550956,0.016225783,0.23347768,0.30918473,-0.20109071,0.37798345,0.056911174,-0.0039400244,-0.4195623,-0.30853555,-0.4064311,-0.015064884,-0.17296404,-0.13891137,0.20370124,0.053056538,-0.30298373,-0.11275188,-0.07636671,-0.12215837,0.26426238,0.30731285,0.15757456,-0.151556,-0.15185805,0.02309441,-0.06727061,0.11290177,-0.02076325,-0.34744665,-0.1758028,0.3095523,-0.18750449,0.2758024,0.09762448,0.024075024,-0.024484947,-0.058047347,-0.21656395,0.01838141,0.31667063,0.0326813,0.2877091,-3.0953338e-06,0.040956143,0.27009973,0.12472503,0.14682513,0.34851074,-0.21797958,-0.3042839,-0.17418541,-0.18909872,-0.06634117,-0.2514538,0.007492262,0.011752877,-0.278988,0.060130015,0.20736861,0.1281779,0.010622252,0.022668228,0.232674,0.053165264,-0.057668705,0.10124008,0.14172858,0.1560799,-0.4858172,-0.25199717,-0.23913033,0.1553891,0.07776305,-0.12633476,-0.013880285,0.035458747,-0.21520288,0.10563218,-0.14405672,0.16731568,0.37214297,0.008420186,-0.29440925,0.28763965,-0.5685965,-0.03187666,-0.188439,0.024368562,0.12086495,0.103761844,-0.31941435,-0.014714208,-0.17886822,0.31939417,0.011984537,0.22471242,0.010000569,-0.103496596,-0.106637135,-0.23763812,-0.18551551,0.25584215,-0.067131884,0.14638808,-0.09359408,-0.016809076,-0.21749738,-0.18576472,-0.094761826,0.23164941,-0.06607283,0.45497045,-0.18344234,-0.010478003,-0.031665895,-0.33675188,-0.2593938,0.47508696,-0.18544477,-0.15293537,0.25130877,-0.096278906,-0.05029023,2
4fb219d8-519a-4ce9-a3f1-28fae295424f.rna_seq.augmented_star_gene_counts,0.16776477,-0.23630515,-0.09847809,-0.10653568,-0.24288696,-0.3271541,0.38578206,0.35254997,-0.45207027,0.2711795,-0.0114839785,0.17428344,-0.070260495,-0.26101613,-0.38656062,-0.035918634,-0.00421973,-0.73561805,0.38720012,0.21448764,-0.29692197,0.08307263,-0.049608596,-0.26052678,0.2801313,0.24458472,0.17172918,-0.23941644,-0.56339765,0.23477219,0.0625332,-0.020746116,-0.5864864,-0.6364325,-0.38746125,0.056727882,-0.5341494,-0.0032289322,0.2317118,0.37774128,0.15829317,0.077787474,-0.536045,0.13285944,0.6765735,0.33362088,0.44510055,-0.05280024,0.7660109,0.6352241,0.7755078,-0.07299961,-0.07678567,-0.38167575,-0.016904484,-0.11683465,-0.14788978,-0.21243916,-0.45114845,0.038263056,-0.03931176,0.06840921,0.22815098,0.4800476,0.087543905,-0.099790365,0.16103229,-0.09793159,-0.23686041,-0.02880336,0.15747842,0.033716884,0.4102744,-0.19197212,-0.35645923,-0.15476905,0.16439082,0.049204398,-0.17434622,0.17483197,-0.22045802,-0.072135575,-0.38791215,-0.07749516,0.47421113,0.3881832,0.17726202,-0.33146483,0.72312516,-0.5294903,-0.40147084,-0.23796026,0.6097602,-0.15072443,-0.22986208,-0.6445362,-0.16723008,-0.60856456,0.8278056,-0.18793109,0.43668646,0.28526896,-0.32201928,-0.36916515,-0.1478954,-0.010263314,-0.043945886,0.051940765,0.20870747,-0.32201856,0.62113893,0.03015791,-0.3236103,0.33188388,0.41424033,0.21932958,0.53149414,-0.2400932,-0.30210307,-0.067363605,-0.06600583,-0.8828137,1.0905461,0.17455181,-0.40015712,-0.033791177,-0.30166277,0.033908855,2
508e541e-c751-42cd-8f8c-a57a835daf1b.rna_seq.augmented_star_gene_counts,0.14621927,-0.10951645,-0.030854082,-0.03760822,-0.108377464,-0.04622661,0.5054563,0.32297963,-0.26752457,0.5971085,0.021367196,-0.31278378,-0.363395,-0.57420725,-0.21168728,0.031113721,-0.25263765,-0.36127663,0.4565498,0.10396416,-0.51695555,0.0493873,-0.113628104,-0.14189412,0.1808403,0.25940943,0.026673334,-0.15493526,0.048208386,0.15092619,0.086139835,-0.04484422,-0.10168655,-0.19818082,-0.390942,0.4064988,-0.3802376,0.54647195,0.05919744,0.12106149,0.021830855,-0.0138265975,-0.37441054,0.08965173,0.48254746,0.19946204,0.40365034,0.037665077,0.1264336,0.30195558,0.18729405,-0.26025617,0.47541863,-0.0835773,-0.27990413,-0.08096084,-0.07751994,-0.25849187,-0.48561212,-0.1540346,-0.07952593,-0.17275484,0.037724003,0.21146752,0.27938554,0.13911636,-0.16269144,0.277481,0.20314454,-0.2477187,-0.08464605,0.3489851,0.29616424,-0.24304086,-0.4828028,-0.29085195,0.039314885,0.2008811,-0.095759556,-0.07385148,-0.14726315,-0.3139285,0.26311076,-0.32985172,0.060176358,0.39656702,-0.021963637,-0.3854457,-0.05365625,-0.6950237,-0.013452003,-0.4462485,0.10509739,-0.064434655,-0.014882776,-0.23814301,0.0678769,-0.18306912,0.6801012,-0.11152524,0.23591869,0.033651467,-0.28071058,-0.2734658,-0.5985703,-0.17371486,0.1613289,0.008791678,0.3170278,-0.07197447,0.14033216,-0.10433907,-0.17929901,-0.044576176,0.5787051,0.07040035,0.73566926,-0.18174854,0.025194211,-0.11916099,-0.28015685,-0.13274884,0.67462915,-0.20798144,-0.1720815,0.33749324,-0.18128444,-0.15360247,2
