,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Cluster
828c9648-f725-4d7e-ad37-e33692e2c67f.rna_seq.augmented_star_gene_counts,-0.994843,-0.34675297,-0.22956887,0.2456308,-0.11430013,-0.62225646,-0.8688038,-0.2930627,-0.6927453,-0.37437916,0.08234318,0.60038745,-0.2734961,0.20025523,0.6362025,-0.108753644,-0.003961532,0.9499353,-0.74587965,0.9064446,-0.37297842,0.031570576,0.06584886,1.0206662,-1.1449705,-0.01957567,-0.99623084,-0.30251518,0.5048413,-0.70932084,-0.70407623,0.58550924,0.25206932,1.3883905,-0.038364515,-0.053828258,0.7620297,0.17984425,-0.3228215,-0.007174473,0.12000001,0.2413608,1.087097,0.3180397,-0.7351705,-0.394492,0.08270619,-0.18188445,-0.4415902,-1.4248246,-0.6541587,-0.72497594,-0.10296667,-0.61477184,-0.40376705,-0.07671042,0.5768199,0.07648242,0.5596483,-0.5134157,0.24012566,-1.3740151,0.42660463,0.16918182,0.28322905,0.15811159,-0.5531788,-0.44300508,-0.052438047,0.25853416,-1.2137955,-0.5745403,-1.247055,0.003142698,0.997119,0.6598173,-0.06835228,0.0012455088,0.3017045,-0.8839408,0.41746098,0.24841458,0.89840454,0.09560651,-1.3055848,-0.4298409,-0.40481907,0.11501437,-1.6463045,1.1205558,1.8311495,0.4095816,-1.2291889,-0.51134795,1.0762902,0.90470296,-1.0762205,0.2461712,-1.7776902,-0.07353329,-0.65687317,-0.23623063,-0.10504101,0.29515022,-0.7267171,-0.68015534,0.9730266,-0.18804054,0.036517244,0.4906596,-0.8248474,-0.9825534,-0.42699155,-0.55973846,-0.6408153,-1.0334622,-0.49724016,0.6070715,-0.25776872,-0.8373872,-0.0033144427,1.6428388,-1.7723019,-0.81786615,-0.04780661,0.48364872,0.28322664,-0.667188,0
834c833a-1e2d-48b6-87d5-e19bf2db6e1a.rna_seq.augmented_star_gene_counts,-0.21254693,-0.36757904,-0.0445267,-0.12378985,0.0154850595,-0.335385,-0.16782638,-0.06618197,-0.026410729,-0.010820553,-0.0043473244,0.3133637,0.41610146,0.3755208,-0.2740668,-0.18340486,0.15090835,-0.7219362,0.063217945,-0.26480016,0.1902309,0.22862355,0.09940019,0.004346028,0.32773405,-0.21657442,-0.037209745,-0.13549268,-0.38061875,0.07956287,-0.09797108,-0.029385623,-0.3619618,-0.44384786,-0.22263975,-0.2532042,0.07804189,-0.73434514,0.2609504,0.33775502,0.0346009,0.172456,-6.824511e-05,0.37821946,-0.1809216,0.27466717,-0.047606725,-0.025898645,0.90327555,0.4337229,0.59527266,-0.2573996,-0.6858434,-0.06908281,0.32300386,0.05093232,-0.015059858,0.028363267,0.07256539,0.30954722,-0.060660202,0.5103163,0.20212185,0.5574255,-0.3427334,-0.24882327,0.5267612,-0.17893593,-0.58028406,0.08124781,0.18132141,-0.6572174,0.4237054,0.3853719,-0.31724912,0.16690646,0.18562172,-0.23032138,0.26477352,0.0853437,-0.33622184,0.4495049,-0.48410568,0.39562312,0.4451614,-0.21811022,-0.011274415,-0.07737108,1.1224718,0.4884131,-0.27908263,0.25785738,0.70241356,-0.33474988,-0.3308234,-0.3336977,-0.307381,-0.38962802,0.3432834,0.029674197,0.23356302,0.37117547,-0.13087398,0.04226708,0.18031025,-0.038507357,-0.39478323,-0.26317745,-0.09519387,-0.27464488,0.8274629,0.073859245,0.05882242,0.505958,0.109250315,0.1889027,-0.18147218,-0.58820957,-0.33270484,-0.06459178,-0.017791616,-0.7614744,0.8020473,0.5585063,-0.18448758,-0.40744543,-0.038896322,0.19952862,0
898f9214-8dab-4b92-9233-70c06c60078c.rna_seq.augmented_star_gene_counts,-0.27637008,1.2678432,-0.32208902,-0.54494464,-0.26702756,-0.7398,-0.9838333,-0.41236106,0.31069368,-0.36625734,-0.6078727,-0.43255773,1.0718857,1.5040293,-0.38857558,0.18887338,1.1271114,-1.1282403,0.15232722,-0.5135951,1.2678479,0.22930445,0.1707768,0.670547,0.9703532,-0.15750536,1.0973176,0.51344323,-1.035087,0.030703787,0.40857273,0.7464986,-0.18612492,-0.9328661,-0.18015675,-0.92975754,0.011910293,-1.9376966,0.79937065,0.2605599,0.38144568,-0.5796018,0.1663782,0.37806854,-0.59255373,0.5926976,-1.3647468,-0.106452286,1.4032342,1.301329,1.4826384,0.351874,-2.5491273,-0.10693314,1.8524169,0.5300844,0.4287711,-0.1180053,0.2787748,0.3518744,-0.5725153,1.5705941,0.145569,0.6499789,0.07643906,-0.52890956,0.8573692,-0.8107379,-1.6470498,0.95029426,1.2389212,-1.162422,0.42302758,0.9364043,-0.13203238,0.22454102,0.47635478,-0.6090028,0.9227428,2.0656717,0.23017813,1.2349862,-1.971414,1.2000551,1.0519367,-1.3348882,-0.63056064,0.8811305,1.6429503,1.3416648,-1.287262,0.9866669,0.895844,-1.2180438,-0.6721498,-1.6270441,0.4237053,0.5554943,0.38266212,1.133458,-0.20347638,1.6359497,0.6246533,-0.4790418,0.88947403,0.11429682,-0.8316136,-0.43233153,-0.14398341,-0.39181313,1.9328351,0.75869507,0.07561738,0.7338289,-1.127515,0.26635268,-1.5113488,-0.56329924,0.4212367,0.5816735,0.7526067,-2.0527356,0.76262397,2.2330394,0.40910998,-1.5448653,0.23556529,0.8539536,0
8b5be676-9118-4038-9d54-6b80b14e43dc.rna_seq.augmented_star_gene_counts,0.14183706,-0.091058865,0.1416598,-0.0914757,-0.20843613,-0.09921887,0.3896652,0.29652694,-0.22292922,0.32949346,0.0807436,-0.14225756,-0.43967667,-0.31514174,-0.42408842,-0.019947082,-0.20010045,-0.20554703,0.2886005,0.26894608,-0.47074035,-0.112704225,-0.2135327,-0.047266047,0.24316502,0.43109363,0.18086156,-0.1695775,-0.10991503,0.11436302,-0.21107075,0.08856004,-0.1355868,-0.3146971,-0.23397793,0.351765,-0.23937033,0.27167737,0.14044154,-0.015819345,0.045398317,-7.706905e-05,-0.003920503,0.12052082,0.4487772,0.15660453,0.36166295,-0.13705155,0.0050225602,0.10718597,0.058670398,-0.0069553326,0.39993182,-0.28207046,-0.3004417,-0.30908814,-0.018731214,-0.2844168,-0.3951227,-0.06297037,-0.080786526,-0.43106064,0.10900062,0.28220266,0.050309144,0.06256718,-0.095698714,0.31946054,0.17237869,-0.08674366,0.074754715,0.2106409,0.10730788,-0.39680123,-0.2724924,-0.2177121,0.05475485,0.06839169,-0.09224237,-0.17761178,0.065163694,-0.30344385,0.23258258,-0.1920529,0.012026256,0.2233017,-0.02728196,-0.3427393,0.055980474,-0.53326845,0.15324326,-0.17962182,-0.076720566,0.04347835,0.18981068,-0.12941599,0.02158783,-0.019593986,0.21789181,-0.034400504,0.20271587,-0.14440078,-0.2707535,-0.067002095,-0.32825246,-0.3124505,0.3002822,0.031805623,0.3012978,-0.09037113,-0.01855497,-0.18548352,-0.35293832,-0.17060478,0.2746928,-0.067922115,0.4569642,-0.12449837,-0.05809574,0.110426374,-0.25411117,-0.23086917,0.3316007,-0.101774715,-0.12692729,0.4563889,-0.179449,-0.19180684,2
8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.augmented_star_gene_counts,0.061227504,0.095227435,0.3373109,0.13018411,0.05397597,0.15134892,0.49774614,0.36509272,0.017087188,0.50098777,0.22574161,-0.3922738,-0.65360314,-0.5753136,-0.31703144,-0.17656174,-0.25683093,-0.16215742,0.46166727,0.16139507,-0.3408098,-0.03228392,-0.1841853,0.019646147,-0.103842385,0.10723407,0.23952243,-0.2539428,0.065579854,0.13496937,0.105037265,0.22162609,-0.12724149,-0.615797,-0.13756771,0.5469096,-0.33400473,0.60869867,-0.062070783,0.06806945,-0.13289511,0.111888565,-0.07955993,0.15280922,0.3259398,0.07838849,0.7913594,0.0005797696,-0.40549636,-0.1265723,-0.19287623,-0.04475164,0.8762386,-0.13283198,-0.43425947,-0.29280043,0.18653136,-0.059966657,-0.08060003,-0.27647704,-0.24988733,-0.6004921,0.72017294,0.08332255,0.5476497,0.23115265,-0.20940302,0.57519406,0.31383735,-0.11710005,-0.105537765,0.47430032,0.23239407,-0.7155704,-0.3932173,-0.25446758,0.035830256,-0.0016037988,0.00023293505,-0.26028165,0.109424315,-0.3782614,0.6783231,-0.32441026,-0.13282062,0.3009462,-0.30817375,-0.24237475,-0.55389696,-0.8009636,0.062597066,-0.42021406,-0.33000806,0.42959836,0.030817164,-0.16650194,0.319042,0.27657217,-0.121444285,0.10658607,0.20319149,-0.35431337,-0.36170086,-0.3069829,-0.38068846,-0.35760698,0.25304565,-0.13933162,0.5557468,0.29929996,-0.12663753,-0.054923765,-0.45767123,0.14387088,-0.070617385,-0.0060439063,0.5927461,0.20378424,0.22693223,0.09250619,-0.28645444,0.074185744,0.21528244,-0.6058015,-0.23325618,0.653785,0.014674557,-0.24982269,2
8d3d544f-6d1a-4cdc-8091-490311487ebd.rna_seq.augmented_star_gene_counts,-0.61359286,-0.22987281,-0.16141048,0.22914356,0.05037189,-0.3874881,-0.49894005,-0.2210819,-0.7189647,-0.10987335,-0.08008953,0.57346773,0.14659144,0.08648811,0.61366636,-0.093443386,0.046646334,0.48839897,-0.30544713,0.5578043,-0.28059027,-0.011455964,0.10433785,0.6806024,-0.512123,0.3271802,-0.35547924,-0.1315454,0.22136228,-0.35647625,-0.53248554,0.48628163,0.12971738,0.9511946,-0.054608583,0.30045283,0.58176214,0.06702179,0.032543454,0.085977435,-0.01810426,0.3028767,0.6727959,0.38141525,-0.3564598,-0.056662887,-0.073630616,-0.13795803,-0.5010363,-0.79589164,-0.16289552,-0.54854584,-0.12588686,-0.16837402,-0.102346644,-0.21097697,0.030435298,0.059615467,0.30399844,-0.3064549,0.15768705,-0.79452217,0.06328035,0.16763808,0.19665202,0.4088065,0.012974854,-0.30535546,-0.26803702,0.3718361,-0.9545159,-0.3353243,-0.40495002,0.08370454,0.5361041,0.6237189,0.2283404,0.1682378,0.23503812,-0.34848917,-0.09034294,0.30553457,0.44553053,-0.13646376,-0.6786136,-0.2402389,-0.23496482,0.1066932,-0.4932029,0.8823111,0.93269455,0.35980928,-0.51908237,-0.27197984,0.7378997,0.50123745,-0.5987125,-0.018724138,-1.1536287,0.01250879,-0.18349645,-0.30779985,-0.048803896,0.12121477,-0.38989383,-0.38046354,0.6410978,-0.06902948,-0.0416342,0.2637866,-0.43436775,-0.6712409,-0.16604187,-0.38668033,-0.27944422,-0.70389205,-0.22784355,0.31304213,-0.35434744,-0.29555047,-0.16517425,0.87006426,-0.97775304,-0.45225242,-0.13212816,0.485486,-0.037196968,-0.35369724,0
92e64d91-88d8-4b1f-ab56-b593748b9f19.rna_seq.augmented_star_gene_counts,-0.23417601,0.4286003,0.026257867,-0.4308693,0.41107258,0.049185734,-0.3635775,-0.8189349,0.26163033,-0.1301758,-0.08570459,-0.5508119,0.27579516,0.7018176,-0.13790327,0.26847273,-0.064292155,-0.046924602,-0.5559897,-0.8197984,0.69729507,-0.371586,0.08966318,-0.008787536,0.29752406,-0.5595587,0.5150568,0.7113886,0.04764287,-0.25174809,0.41021115,-0.3570733,0.8514548,-0.6227126,0.29491413,-0.19215289,0.56975037,-0.14957501,-0.23745118,-0.11584386,0.17879587,-0.46436024,0.059992652,-0.6062662,-0.48164994,-0.5379038,-0.23739627,0.4290383,-0.43453103,0.17332023,-0.42421934,0.47718015,0.18376236,0.18321188,0.30188894,0.5139894,0.32482177,0.29649606,0.39968345,-0.06687452,-0.13978922,0.3231581,0.03674706,-0.09819335,0.09819529,0.011034065,0.10379257,0.056634158,0.66868484,0.40858892,1.1142077,0.1397622,0.037196152,0.02386675,-0.034656726,0.009094915,-0.38942757,0.09538009,-0.02320591,0.33752635,-0.008541845,-0.064261675,-0.27949384,-0.09803619,0.51211697,-0.54285854,0.23182203,0.43972075,-0.22318763,-0.135721,-0.045034964,-0.24098867,0.18935034,0.5584104,-0.55243444,-0.15963505,0.82245165,0.55028695,0.07398595,0.07369826,-0.31037107,0.04272932,0.40641564,0.17373385,0.06498127,0.27692327,-0.5216152,0.6400957,0.011986649,0.37977195,0.01275407,0.34824112,0.68557113,0.40102947,-0.54818654,-0.08783396,-0.23625256,-0.11945946,0.4321567,0.37838867,-0.013407883,0.46999493,-0.78966826,-0.04773574,0.3435336,-0.19641289,0.22013937,-0.03859434,0
92e7a9c0-ea88-419e-9afa-e7db5c8967b5.rna_seq.augmented_star_gene_counts,0.46268603,-0.053350132,0.09527105,-0.18177226,-0.26403284,0.28131276,0.7722303,0.33535728,0.030531446,0.7515939,0.20819575,-0.6604806,-0.62079334,-0.8353876,-0.18550284,0.09667785,-0.28344446,-0.3326059,0.6680106,-0.012467103,-0.6232976,-0.11675509,-0.23668988,-0.23626645,0.118392795,0.286908,-0.021954877,-0.11209233,0.18561038,0.2822146,0.2442829,-0.12242915,-0.1856163,-0.41909578,-0.45289326,0.4166227,-0.7197868,0.65063584,0.10666437,-0.02587223,-0.09658624,0.2617347,-0.45581028,0.0100747105,0.5690194,0.13426422,0.7191414,0.010704533,-0.20179963,0.22423676,0.050490588,-0.082171865,0.845211,-0.11286882,-0.6921118,-0.14892922,-0.07546121,-0.06309778,-0.5228012,-0.13215078,-0.12193211,-0.47684768,0.33918825,0.03101436,0.3221818,0.26075226,-0.31550276,0.35860124,0.4068136,-0.27877933,-0.07777592,0.6371288,0.32694867,-0.7211084,-0.64708483,-0.47213826,-0.03380516,-0.011405229,0.14528653,-0.09326196,-0.09101127,-0.7122811,0.65019846,-0.55831575,-0.011292349,0.5644138,-0.2115916,-0.20119293,-0.51764417,-1.1179974,-0.025589434,-0.78179175,-0.037941992,0.42154193,0.111070134,-0.3122832,0.17805013,0.083899714,0.5026828,0.050585385,0.23635949,-0.26206872,-0.23357524,-0.34337202,-0.7321119,-0.38441226,0.27058455,-0.102938354,0.71297413,-0.054496735,-0.007272163,-0.11281138,-0.28887716,0.005938988,0.3531894,0.021764906,1.2083037,0.1714094,0.35004395,-0.020617947,-0.32634798,-0.27649584,0.63654435,-0.4485154,-0.13463576,0.46236527,-0.1929884,-0.44931427,2
93f26994-d3de-4c8a-bfde-86af8d85b01a.rna_seq.augmented_star_gene_counts,0.006789329,-0.045239456,-0.010959029,-0.14594796,0.15688212,-0.05328881,-0.29527166,-0.04011424,0.017148247,-0.2138393,-0.12005071,0.04590645,0.16158825,0.41071776,-0.20043576,0.11568657,0.09574895,-0.53004897,0.096931376,-0.13159871,0.25001308,-0.031723812,0.032088395,-0.02861743,0.38186532,-0.24846305,0.3801279,0.1939124,-0.20325431,0.029059283,-0.0623704,0.17595378,0.06812305,-0.42042765,-0.16367753,-0.36193782,0.06031567,-0.455077,0.043152403,0.20031346,0.16447376,-0.21051846,-0.28270084,-0.055516716,-0.17630975,0.05529049,-0.362452,-0.0051830355,0.5244736,0.4605827,0.42788887,0.29562813,-0.523683,0.1606521,0.28637227,0.013413547,-0.056440804,0.051186908,0.13723986,0.13258189,-0.14107338,0.33258313,-0.060033817,0.3523149,-0.11202023,-0.14590627,0.3570388,-0.22703391,-0.48577362,0.1419683,0.35911626,-0.2614016,0.3834959,0.14619298,-0.24494904,0.037082866,0.13106377,-0.0042191856,0.25198916,0.21411346,-0.0042896145,0.31548095,-0.23902322,0.35600358,0.55553275,-0.2812102,-0.004490917,0.091609746,0.6342311,0.31361416,-0.40314463,0.2625547,0.2505998,-0.25085747,-0.295751,-0.44995028,-0.03571963,-0.05844357,0.13838284,0.37914085,0.21145615,0.410549,-0.07707658,0.06251334,0.052321646,0.11117335,-0.42900363,-0.1896679,-0.042806428,-0.21718185,0.5556555,0.028059939,0.16201065,0.31779456,-0.16492061,0.25207677,-0.15691608,-0.2205822,0.03186023,0.024283499,0.102968805,-0.4319044,0.40673503,0.46711636,-0.101966634,-0.317776,-0.12905896,0.36159647,0
93f8d395-2512-41fc-992e-236b706dd281.rna_seq.augmented_star_gene_counts,-0.038515523,-0.046257872,-0.19295752,0.17704633,-0.2660414,0.14747249,0.13946061,-0.009282559,0.016511707,0.32064196,0.07560796,-0.5153944,-0.42052922,-0.5690956,0.2606266,-0.20766446,-0.33908102,0.13760337,0.062026832,0.47377035,-0.39514855,-0.022033984,0.013600546,0.18969266,-0.118040204,0.0272231,-0.20190658,0.07861878,0.63370043,-0.027401501,-0.037568502,-0.17979248,0.20132025,0.44316486,-0.11652503,0.041556656,-0.13134153,0.8178924,-0.18706936,-0.23526964,0.10010787,0.19686656,0.573709,0.039678335,-0.082422264,-0.016020408,0.6859147,-0.2934747,-0.4577823,-0.55092746,-0.37007013,-0.4748042,0.70975167,-0.13371703,-0.66707,-0.3602227,-0.034580678,-0.16654037,-0.3015249,-0.3293434,-0.28359547,-0.83613545,0.45763668,-0.1271835,0.5837064,0.20167461,-0.44791847,0.512227,0.3469037,-0.2571636,-0.7247051,0.22812623,-0.12017154,-0.45419484,-0.03695209,-0.33538526,-0.42649716,0.0939513,0.14278696,-0.55561614,-0.037009645,-0.4998704,0.9677365,-0.25042048,-0.6328088,0.17713585,-0.31573212,0.31295374,-1.2713343,-0.112192795,0.6478176,-0.34439534,-0.54680866,-0.108715005,0.4810166,0.18333875,-0.007506693,0.49173766,-0.324837,0.038954433,-0.053290617,-0.5540323,-0.3559315,-0.013489616,-0.7124335,-0.53460854,0.6579757,-0.14372854,0.82398677,0.12186806,-0.43066987,-0.3622498,-0.36343816,-0.18728106,0.15095538,-0.14427283,0.62855905,-0.021055212,0.16979997,-0.21346994,-0.0038780323,0.7215825,-0.3205961,-0.30565742,0.18435258,0.44804344,-0.1282741,-0.56590575,2
94027f46-390c-4dda-ab89-cb1ac0a291cd.rna_seq.augmented_star_gene_counts,-0.02772898,-0.15979594,0.16105846,0.1622464,0.14944074,0.15931235,-0.2625526,-0.14120196,-0.05557925,-0.0812594,-0.02798857,0.29767594,0.1048363,0.23705699,0.005469829,-0.047014248,-0.08086097,0.113292575,-0.029565677,-0.28076982,-0.047147784,0.14083649,0.076328665,-0.14926733,0.057853866,-0.12749419,-0.13121928,0.1205893,-0.012738614,-0.14070359,-0.09129648,0.031056425,0.060431853,0.099224836,0.23219967,-0.036811974,0.13781217,0.10333586,-0.12879746,0.017394483,-0.035812866,0.04809067,-0.018348558,-0.14747474,-0.041420437,-0.25402945,-0.29191497,0.018755648,0.09099001,-0.06228044,-0.19742425,0.084188074,-0.025803685,0.030457249,-0.09122091,0.05906915,-0.113236554,0.09895184,0.13770908,0.028641703,0.13066845,0.12884714,-0.2640345,-0.06689594,0.0053063347,0.050270047,0.23087281,-0.058210175,0.19958384,-0.066478774,0.021818185,0.20784406,-0.059567306,0.020752123,0.27126488,0.0013771859,-0.01511374,0.07019584,-0.0047287126,-0.19338223,-0.29705796,0.12580562,0.023032904,0.024257,-0.05814724,-0.015128275,0.097203895,0.068708524,0.031024378,0.25798196,0.12545842,0.077924274,0.047975257,0.10023902,-0.10135017,-0.0346113,0.008148213,-0.22948271,-0.15462127,-0.111419745,-0.07001149,0.12142255,0.05949386,0.058085125,0.15349363,0.0071759704,-0.08557118,0.16430464,-0.186884,0.14566858,0.0068091485,0.0070381346,0.36925882,-0.014794126,0.011152742,0.08219087,0.032892626,0.010411789,-0.120120674,0.1872629,-0.3124287,-0.064212374,-0.40370926,-0.092357926,0.16496502,-0.014448386,-0.0067096483,0.053181347,0
948f1e9e-702b-4f42-a766-fb6b4976b14d.rna_seq.augmented_star_gene_counts,0.14555399,-0.06719823,0.2619475,0.05868703,0.23409446,0.28121275,0.10006314,0.10832799,0.07547483,-0.15448834,0.10374707,0.0739011,-0.039956644,0.06115581,0.019018542,0.21593975,-0.15704206,0.2084034,0.04359105,-0.17928585,0.035788752,0.094246395,0.19644834,0.011119088,0.05699341,0.018395986,-0.11038436,-0.023749866,0.083517574,-0.1775526,-0.16942659,0.02013921,0.29710189,-0.050512765,0.13304725,0.26335615,-0.07223694,0.31207952,-0.002291128,-0.008680943,0.09153443,0.0766499,0.1839357,-0.32002756,-0.006049092,-0.4277766,0.2973333,0.0045609456,-0.23312166,0.09999406,-0.39572152,-0.08077807,0.31383672,-0.011453203,-0.09621168,-0.01966524,-0.0659786,0.16329055,0.0727737,-0.039993614,0.060518485,-0.17352179,-0.19309512,-0.28586006,0.22645712,0.19870047,0.13617302,0.083575256,0.21746938,-0.07196824,-0.04269418,0.1576396,0.050398752,-0.30816656,0.09096134,-0.037929732,-0.10947401,-0.0060600294,-0.004708627,-0.07885868,-0.2592924,-0.22774023,0.13876304,-0.25889125,-0.09052566,0.082883,-0.046117797,0.08673374,-0.2936215,-0.2654265,0.13274589,-0.119885266,-0.0009605246,0.13741806,0.06944756,0.03251131,0.29809612,0.04953972,-0.010400178,-0.22295496,-0.1333727,-0.052911367,0.032259,-0.14772062,-0.039033104,-0.07301811,0.12021515,0.16977973,-0.13633303,0.18762282,-0.10143489,0.04449353,-0.02148751,-0.047586393,0.005308133,-0.03187057,0.16510862,0.054531034,0.089506656,0.13192251,-0.33267552,0.11345693,-0.21531121,-0.36877984,0.17544416,0.2539701,0.008302683,0.0018011273,0
9935bf3a-de25-401c-bf1b-5225a62b24f7.rna_seq.augmented_star_gene_counts,-0.30381864,0.27483732,-0.34682694,-0.639373,0.31501052,-0.16138324,-0.83318794,-1.0443728,0.5784415,-0.4857782,-0.5349109,-0.12176244,0.7259369,0.5060013,0.15258163,-0.17494051,-0.032926846,-0.26720816,-0.65891296,-0.62440103,0.6454088,-0.2303399,0.041377205,-0.109927624,0.07293857,-0.66614777,0.14895079,0.38659364,0.18399693,-0.1427468,0.6555861,-0.015455192,0.6805305,0.0028029731,0.13998884,-0.5575653,0.60034764,-0.9423049,-0.11989909,-0.28100413,0.101082616,-0.33951846,0.5142101,0.15147051,-0.59011513,-0.32358158,-0.55532205,-0.10800825,-0.33227754,-0.17075771,-0.22155413,0.29795852,-0.58546704,0.56521744,0.52482796,0.6147742,0.263831,0.059496198,0.45519784,-0.0013025051,-0.6367792,0.5929064,-0.41220474,-0.3317801,0.278993,-0.41077664,0.71376026,-0.33669794,0.58303696,0.13689026,0.80466956,-0.08961417,-0.62821287,0.55310374,0.31188008,0.041036587,0.06804165,0.0074328533,0.22779478,0.44345903,-0.02894285,0.50659317,-0.438205,-0.004913793,0.04571201,-0.66693026,-0.04036929,0.5683558,0.25313747,0.6699439,0.54119724,0.34602156,0.1617632,-0.18724191,-0.5149865,0.023349354,0.5700608,0.20740409,-0.3256959,0.049437672,-0.34943688,-0.036061343,0.69603497,0.5466931,0.37280238,0.4968829,-0.63048947,0.52748716,-0.20191571,0.30646998,0.19467564,0.4173569,1.1500081,0.23625292,-0.6299816,0.30494177,-0.36357495,0.14902805,0.047605094,0.41754025,-0.15786235,-0.33069444,-0.66178614,0.44076502,0.48616537,-0.6405552,0.28122953,-0.14634319,0
99d31369-3db2-4631-bc62-1aa6927476ad.rna_seq.augmented_star_gene_counts,0.3384567,0.30757374,0.13784471,0.09829309,-0.31730852,0.61978066,0.88170934,-0.07681745,0.4082944,0.60143477,0.4323559,-0.70797044,-0.7937396,-0.7059259,0.19981936,-0.05918463,-0.49041998,-0.25399077,0.4368817,-0.107200034,-0.019859014,-0.114029445,-0.16124874,-0.07518193,-0.051171448,0.2223212,-0.07228106,-0.32329214,0.6120511,0.11794922,0.45650318,-0.31019646,0.15085635,-0.3068272,-0.5051343,0.2671762,-0.4667164,0.9905032,-0.2428923,-0.23416281,-0.25608337,0.17189828,-0.058927167,-0.18736972,0.3403497,-0.24771771,1.1481563,-0.25124836,-0.46751335,-0.07328903,-0.51586056,-0.2064794,1.3977224,-0.25769728,-0.55360526,-0.22869307,0.13794918,-0.14181185,-0.18627885,-0.36504823,-0.46631947,-0.7523586,0.5978964,-0.5050527,0.5542199,0.437905,-0.5357141,0.45854822,0.90541023,-0.31017265,-0.42174134,0.6964643,0.13606663,-0.83152586,-0.4653539,-0.28850412,-0.31708318,0.38590756,0.12655018,-0.16555806,0.042675167,-0.76716727,0.78571117,-0.3131171,-0.24750192,0.2675173,-0.40443105,-0.08988195,-1.1618159,-1.4786228,0.23304603,-0.989186,-0.3294468,0.4331203,-0.051838137,0.026334774,0.4879492,0.4909163,0.22308853,-0.11418716,-0.18064561,-0.31251246,-0.26973146,-0.11962321,-0.7774214,-0.53380245,0.12975785,0.1280479,0.6796759,0.3335245,-0.29807463,-0.058323856,-0.29104203,0.20356396,0.08521856,0.025805473,1.2766178,0.4349247,0.62580633,0.009745854,-0.03302207,0.5142479,0.001107343,-0.6987297,0.092484124,0.53437006,-0.17863078,-0.4198759,2
9d515fd5-009a-4c32-95e7-042909d70b9f.rna_seq.augmented_star_gene_counts,-0.13312404,0.21714841,-0.14777257,-0.30734995,-0.20650397,-0.47885635,-0.48701748,-0.10645756,0.09481029,-0.25181374,-0.106157586,0.101857066,0.5947594,0.88210666,-0.4546927,-0.2479085,0.55759335,-0.97411597,0.27012414,-0.14649545,0.694279,0.23661283,0.11387548,0.4314179,0.52358174,0.060373206,0.49048433,-0.11044649,-0.98456407,0.12027029,0.095085554,0.3348599,-0.6708725,-0.97203076,-0.48831084,-0.58402747,-0.17823547,-1.0671749,0.7558198,0.3090126,0.40493107,-0.05461582,-0.03864724,0.46326977,-0.31874266,0.36075753,-0.6045615,-0.04953909,1.2697003,1.0427271,1.2960316,-0.094130814,-1.4628358,-0.29872468,1.0703748,-0.057047125,0.34863997,0.068784535,0.001311366,0.4442594,-0.060042776,0.8495048,0.39333025,0.6834945,-0.23106214,-0.2509149,0.44660935,-0.53625685,-1.5628939,0.5687057,0.5056856,-1.1045961,0.537796,0.44136333,-0.057536528,0.27153453,0.5593,-0.33112702,0.54821134,0.9942933,0.027043259,0.88786846,-1.2252257,0.8336147,0.8840228,-0.6668404,-0.27050623,0.23795931,1.4753568,0.87440825,-0.9103561,0.5350262,0.89143,-0.84112763,-0.21769607,-1.0841193,-0.2994482,-0.05359732,0.48379138,0.5050941,0.17372054,0.98136383,-0.058314435,-0.21881194,0.57024354,-0.041094188,-0.5674148,-0.60212576,-0.08079008,-0.5171071,1.1601577,0.46005097,-0.16188525,0.55122685,-0.14511496,0.30872402,-0.83846164,-0.73907703,-0.062285814,0.1345321,0.55221725,-1.6821468,1.1002964,1.451797,-0.1479806,-0.8164918,-0.11041374,0.5364218,0
